case_number,source,prompt,evaluation_seed,coco_id
1523,coco-30k,A woman riding a green bike with a small white dog on the back.,50924,386968
1524,coco-30k,A computer desk with highlighted papers all over it.,91300,451053
1525,coco-30k,A man riding skis down a snow covered slope.,48327,49236
1526,coco-30k,A dinning room table sitting next to a small fireplace.,2890,302038
1527,coco-30k,A large jetliner taking off from a runway.,21137,185622
1528,coco-30k,A train traveling down train tracks in a rural area.,48836,461976
1529,coco-30k,"A kitchen shelf holds an assortment of pots, pans, and utensils.",43673,399851
1530,coco-30k,A cop riding a motorcycle next to a  white van.,71133,388677
1531,coco-30k,A row of three wall mounted urinals in a bathroom.,44126,415843
1532,coco-30k,The four urinals have a very modern design.,41687,270758
1533,coco-30k,The man is giving the young girl a ride on his motorcycle.,74544,5205
1534,coco-30k,A person standing on top of a ski covered slope.,37963,2532
1535,coco-30k,A group of people standing around at a rodeo.,58091,156071
1536,coco-30k,A girl in the bathroom tying back her hair.,80676,175052
1537,coco-30k,A kitchen filled with metal appliances and a window.,80543,127182
1538,coco-30k,A row of motorcycles parked next to each other on a lush green field.,6337,510755
1539,coco-30k,Two men riding motorcycles and ATV on a walk way.,59063,177338
1540,coco-30k,A man sitting on one of a group of motorcycles.,11100,491090
1541,coco-30k,A scene of a park with a plane in the sky in the background.,91793,293749
1542,coco-30k,a table with a white plate a sandwich and a bottle,50665,276488
1543,coco-30k,A beautiful woman with red hair sitting at a table.,43088,327436
1544,coco-30k,A white toilet with a wooden toilet seat.,10861,276836
1545,coco-30k,A row of parked motorcycles sitting in front of a tall building.,57255,356387
1546,coco-30k,A motorcycle parked on a grass covered field.,13312,183407
1547,coco-30k,A building with a tall clock tower with a green top.,90418,176374
1548,coco-30k,A woman standing in front of a kitchen sink on display.,519,33871
1549,coco-30k,Hundreds of people gathered around looking at motorcycles.,63591,92093
1550,coco-30k,a person waits by a sign for something maybe a bus,52684,437432
1551,coco-30k,A kitchen filled with white appliances and wooden cabinets.,82954,549763
1552,coco-30k,A white toilet sitting in a bathroom next to a toilet paper roller.,31366,452516
1553,coco-30k,Two NYPD motorcycles parked along a city street.,81137,302710
1554,coco-30k,A large sink next to a kitchen in a hotel room.,37492,388534
1555,coco-30k,A biplane flying over a small church with a steeple.,30842,504811
1556,coco-30k,Two men sitting next to each other on a wooden bench.,32845,130826
1557,coco-30k,A tall green building with a massive tall brown clock tower behind it.,87727,357944
1558,coco-30k,A woman talking on a banana phone with Andy Warhol.,75576,469467
1559,coco-30k,A man riding a motorcycle down the middle of a street.,66054,264961
1560,coco-30k,A crowd of people standing on top of a beach.,24040,205040
1561,coco-30k,A helicopter flying through a light blue sky.,17319,285068
1562,coco-30k,A couple of men standing next to each other at a ribbon cutting ceremony.,30638,24391
1563,coco-30k,a person sitting down in front of a couch,27644,406555
1564,coco-30k,A couple of sheep grazing on the side of a road.,70208,375783
1565,coco-30k,A young man riding a bike on top of a beach.,44364,472623
1566,coco-30k,A large passenger jet sitting on top of an airport tarmac.,71794,305480
1567,coco-30k,A aerial photo showing a tennis player ready to serve the ball.,17764,521495
1568,coco-30k,A bathroom sink sitting underneath a mirror mounted on it's wall.,66340,430420
1569,coco-30k,A church with a stain glassed window of the virgin mary.,99977,481404
1570,coco-30k,Here are motorcyclists parked outside a Polish gathering spot for women,35526,194875
1571,coco-30k,A empty living room with hard wood flooring.,74475,578485
1572,coco-30k,Two green and white jetliners sitting on top of an airport runway.,13969,165937
1573,coco-30k,Two large beds in a hotel room next to a desk.,95713,275668
1574,coco-30k,A white VW Bug with a surfboard mounted to it's roof.,83821,448243
1575,coco-30k,A person sitting on a large cement planter.,41637,130564
1576,coco-30k,Small white toilet with spare rolls of toilet paper beside it. ,23589,575946
1577,coco-30k,Small white toilet with a small window above it. ,23825,162589
1578,coco-30k,"Two men riding mopeds, one with a woman and boy riding along.",12912,506335
1579,coco-30k,People are sitting on benches that line a street.,56042,510734
1580,coco-30k,A kitchen with canisters on the neat counter ,90008,139004
1581,coco-30k,The door of a public bus with a reflection of a woman's photo in the side window of the bus.,90990,39871
1582,coco-30k,A bedroom suite with tile flooring and two lamos,88829,74458
1583,coco-30k,A young boy cuts into a cake shaped like a skateboard.,51566,25096
1584,coco-30k,A city street with a sign that says fun,72743,235491
1585,coco-30k,The black and white toilet is opened in the narrow bathroom.,59449,202748
1586,coco-30k,an image of a cat in a toilet with the water,78329,218924
1587,coco-30k,The giraffe is standing in the shade of the tree.,42471,485895
1588,coco-30k,a toilet with writing under the lid ,94944,243495
1589,coco-30k,A bathroom with a shower curtain that has four palm trees on it and a white tile floor.,9816,384850
1590,coco-30k,The people are feeding the giraffe at the zoo.,65997,22103
1591,coco-30k,The woman is sitting and looking at something on her mobile phone.  ,19810,304964
1592,coco-30k,A fighter jet is flying through a clear sky.,83021,255633
1593,coco-30k,Vet supplies laying on the floor of a room.,89739,423058
1594,coco-30k,A toilet sitting underneath a medicine cabinet in a bathroom.,61139,53505
1595,coco-30k,A shack with a  floor covered with dirt and straws.,73292,425578
1596,coco-30k,A scene from the show Mad Men and some appliances.,88132,12754
1597,coco-30k,"The bathroom has white and green tiles on the wall, and green tiles on the floor, along with a white porcelain toilette, and a white garden style tub with a shower hook up.",33809,114173
1598,coco-30k,A small white toilet sitting in a bathroom in a restroom.,62046,552454
1599,coco-30k,A kitchen filled with appliances and an open laptop.,50508,534467
1600,coco-30k,Pictures of Queen Elizbeth the second riding a horse.,14420,137803
1601,coco-30k,Artistic photograph of architecture and frost-laden trees at dawn,50375,18750
1602,coco-30k,A wooden park bench between two floral arrangements.,50887,327263
1603,coco-30k,A woman digging through the storage compartment on her moped.,30691,146667
1604,coco-30k,The giraffe eats from a reachable limb of the tree.,3601,294484
1605,coco-30k,Two adorable chubby dogs sleeping next to each other.,48635,382668
1606,coco-30k,A white toilet sitting in front of a brick wall.,14269,151670
1607,coco-30k,"A room filled with a tub, sink and toilet.",48119,207400
1608,coco-30k,A white toilet sitting on top of a wood floor in a bathroom.,29322,239082
1609,coco-30k,A group of people sitting on a wooden bench next to a  field.,6250,531707
1610,coco-30k,A small bathroom with a toilet and shower.,20824,555939
1611,coco-30k,A man riding a motorcycle while eating food.,28948,31817
1612,coco-30k,A person's reflection is shown in the bathroom mirror they are photographing.,96587,498374
1613,coco-30k,A bath tub in a small bathroom with towels hanging over it.,50689,536343
1614,coco-30k,An orange in a bowl near a puddle of water.,84869,183657
1615,coco-30k,"A bathroom scene with a toilet, sink and a suitcase.",1537,394957
1616,coco-30k,A bath room with an old fashioned looking tub.,62909,365503
1617,coco-30k,A man riding a motorcycle down a road with a POW - MIA flag.,55087,492885
1618,coco-30k,A lake filled with water and a kite flying over itl,5721,268943
1619,coco-30k,A dirty kitchen floor with soot on the tiles.,17638,65358
1620,coco-30k,A cat sitting behind a white toilet next to a rug.,79331,562289
1621,coco-30k,A man riding a horse drawn carriage on a race track.,7747,29187
1622,coco-30k,A kitchen with a bath tub sitting behind a wooden door.,86137,339943
1623,coco-30k,A bathroom with a shower and a white sink on a wooded counter.,43186,439907
1624,coco-30k,Bicycle owned by the New World Tourist Company,200,327529
1625,coco-30k,A kitchen filled with wooden cabinets and a table.,8041,117899
1626,coco-30k,A bathroom with some of the wall removed during a renovation.,54483,396304
1627,coco-30k,A orange and white cat sitting underneath a white bush.,12600,51880
1628,coco-30k,A very large airplane sitting on a runway.,75228,49014
1629,coco-30k,A young man in a sweat shirt is standing on a wooden walkway.,53933,494555
1630,coco-30k,Tomatoes sit in a black bowl next to a flower.,54855,402346
1631,coco-30k,A group of people walk around in a business area.,67763,429025
1632,coco-30k,A bathroom mirror with a chrome towel holder and faucet and a window above.,49332,92016
1633,coco-30k,A brightly lit kitchen with lots of natural light.,46800,458768
1634,coco-30k,This is a black and white photo of a girl under a pedestrian traffic signal.,53017,48674
1635,coco-30k,A motorcycle parked near a fence by a beach.,78316,18737
1636,coco-30k,A plastic dish with the food sectioned off.,6730,293044
1637,coco-30k,A brown cow stands at the edge of a roadway.,15929,148055
1638,coco-30k,A white stove top oven sitting inside of a kitchen.,50266,426133
1639,coco-30k,A kitchen filled with a wooden cabinet and a large window.,75865,45229
1640,coco-30k,A bench in a park covered in lots of snow.,73770,522554
1641,coco-30k,Friends having a drink together in the kitchen,34352,344498
1642,coco-30k,A white toilet sitting in a corner of a room.,2931,212453
1643,coco-30k,Three computers without screens sit on a desk.,50347,570782
1644,coco-30k,Three mass transit trains underneath an overpass at a train stop.,16770,538153
1645,coco-30k,Traffic jam at a busy hotel parking lot.,95102,69926
1646,coco-30k,Three motorcycles parked next to a motor home.,42654,164515
1647,coco-30k,A TOILET IS IN THE BATHROOM DOOR WAY ,89901,443281
1648,coco-30k,A living room filled with furniture and large persian rug.,41123,192616
1649,coco-30k,"A man standing with his back to a mirror, but his reflection facing him. ",43866,450357
1650,coco-30k,A gang of bikers driving down a city street.,23742,374987
1651,coco-30k,A man kneeling down on a sidewalk to hug his two dogs.,58370,361022
1652,coco-30k,An old green and brown car with chrome trim.,2861,307511
1653,coco-30k,A toilet with no seat sits in a tiny bathroom.,3845,441483
1654,coco-30k,A plane is flying above the airport terminal,26599,533805
1655,coco-30k,"Road construction and street signs in Cape Town, SA",56832,170550
1656,coco-30k,A traffic light turns green on the corner of a city street.,23513,430690
1657,coco-30k,A group of men riding dirt bikes across a grass covered field.,3077,538230
1658,coco-30k,A motorcycle in a garage-like area by the wall.,91466,343692
1659,coco-30k,A small biplane flying through a bright blue sky.,95169,51685
1660,coco-30k,A large passenger jet taking off from an airport runway.,35658,518203
1661,coco-30k,A bathroom with a walk in shower and a white bath tub.,67633,480421
1662,coco-30k,Two men wearing suits and hats are walking together.,63434,69213
1663,coco-30k,A person holding up a smart phone to take a picture.,87730,278582
1664,coco-30k,Someone is driving a cart near a single engine airplane.,60756,520324
1665,coco-30k,A LOT OF SHEEP IS IN THE GRASS WITH A SHEEP DOG,42527,357943
1666,coco-30k,A table full of many different types of food.,42844,69577
1667,coco-30k,Person driving a plated motorcycle on a track with people watching.,51831,455624
1668,coco-30k,a couple on a subway looks at each other,85826,221547
1669,coco-30k,A man riding a red motorcycle next to  buildings in front of a street.,18414,29776
1670,coco-30k,A small propeller plane sitting on top of an airport tarmac.,76097,408112
1671,coco-30k,A large passenger jet sitting on top of an airport runway.,35525,172599
1672,coco-30k,A bathroom has a large mirror and black wall.,58139,159151
1673,coco-30k,A series of photographs depicting bathroom before and after minor changes.,41548,322594
1674,coco-30k,A large white bush driving down a city street.,59604,406949
1675,coco-30k,A entrance into a building next to a parking meter.,50923,183348
1676,coco-30k,A person holding an old phone showing it to the camera.,22779,129707
1677,coco-30k,A man walking down a street smoking a cigarette.,20047,297578
1678,coco-30k,The bus has bikes on the front of it ,62464,128119
1679,coco-30k,A river with boats docked and houses in the background.,21709,14845
1680,coco-30k,A bathroom filled with a messy toilet and a sink.,67778,194288
1681,coco-30k,a black and white photo of young people holding an open umbrella,25116,581245
1682,coco-30k,A white toilet sitting next to a red counter with a  sink.,62792,168246
1683,coco-30k,A kitchen filled with wooden cabinets and stools.,92901,581501
1684,coco-30k,a bath room with two sinks a large mirror a bath tub,99274,358191
1685,coco-30k,A baby sitting in a high chair eating food.,30336,232654
1686,coco-30k,A fighter jet flying through a sky above water.,24098,129989
1687,coco-30k,Two elderly people are sitting on a city bench.,10335,12547
1688,coco-30k,A woman is riding an orange sports motorcycle.,62909,580613
1689,coco-30k,A toilet sitting in a bathroom on top of a tiled floor.,99866,179611
1690,coco-30k,A red kitchen with metallic appliances and paintings on the wall.,64936,109216
1691,coco-30k,A bathroom scene with focus on the toilet.,83325,286907
1692,coco-30k,Several motorcycles and cars parked on a city street.,11258,54039
1693,coco-30k,A guy rides a bike in a race and has fun,89235,192701
1694,coco-30k,A plan sitting on top of a sandy beach.,22643,144064
1695,coco-30k,A blue motorcycle is parked on the street next to a truck.,67068,359715
1696,coco-30k,a long row of motorcycles parked along a sidewalk in a city,34474,359182
1697,coco-30k,A large orange cat sitting in a white glass bowl.,75970,570528
1698,coco-30k,a fighter het flying up in the air ,42511,553094
1699,coco-30k,A person holding up a piece of banana to the camera.,17837,538054
1700,coco-30k,A squadron of four fighter jets flying through a blue sky.,10468,139168
1701,coco-30k,A large hairy dog on a leash next to a crowd.,57158,162256
1702,coco-30k,A clean white toilet with the toilet seat up.,57366,3335
1703,coco-30k,A toilet with a light blue cover next to a shower.,44992,257660
1704,coco-30k,A small kitchen has a stove and a blender.,78454,62510
1705,coco-30k,A GIRAFFE IS NURSING ITS YOUNG IN THE ZOO,55315,85288
1706,coco-30k,"A kitchen with a sink, bottles, jars and a dishwasher.",37194,293611
1707,coco-30k,A rather portly woman crosses a city crosswalk,19089,259085
1708,coco-30k,A man in full gear stands next to his motorcycle,2301,562519
1709,coco-30k,"A kitchen that includes a stove, ovens and refrigerator.",15316,454907
1710,coco-30k,A brick building with a clock tower at the corner of a street.,22588,296730
1711,coco-30k,A police officer rides a motorcycle next to a beach.,42405,155270
1712,coco-30k,A few people sitting by a busy street,82801,414510
1713,coco-30k,"A bathroom has a bathtub, sink and window in it.",31420,185633
1714,coco-30k,"Bathroom with tiled floor, radiator, shower and bathtub.",11869,581863
1715,coco-30k,Person in jacket riding a bicycle on a street.,34552,465692
1716,coco-30k,A white tiled bathroom with black counter top.,56898,473849
1717,coco-30k,a close up of a kitten under a parked car very close to the tire,33127,336372
1718,coco-30k,a kitchen with a table a stove and a sink,10385,384952
1719,coco-30k,a bathroom with a toilet and a stand up shower,35705,66567
1720,coco-30k,a very used and dirty harley davidson motorcycle,52250,537611
1721,coco-30k,a group of people wearing skis on a snowy surface,68397,574672
1722,coco-30k,Small motorcycle with several bicycles tied to the back of it. ,22416,70774
1723,coco-30k,an empty street and signals that are red,58823,68114
1724,coco-30k,a white plane is going low to make a landing,96373,42147
1725,coco-30k,a white structure with a building in the background,38546,53139
1726,coco-30k,Two people on mopeds passing in front of a building.,81471,175831
1727,coco-30k,A red light is a wonderful contrast to the pink leaves on trees,29839,15272
1728,coco-30k,A bathroom showing the bathtub and the sink and mirror.,95284,78035
1729,coco-30k,A passenger train traveling through rural mountain countryside.,23290,134010
1730,coco-30k,A person walking down a walkway next to a tree.,19840,87588
1731,coco-30k,A restroom filled with graffiti and two toilet stalls.,22661,15006
1732,coco-30k,A man in a jean jacket riding a motorcycle on a road.,82860,152120
1733,coco-30k,A black and white photo of a child putting on gloves next to a suitcase.,13529,161112
1734,coco-30k,A small airplane flying over a field filled with people.,44709,555953
1735,coco-30k,two giraffes in  field near some trees ,6931,233553
1736,coco-30k,The view from the inside of a jetliner looking out over the earth.,19029,36478
1737,coco-30k,A white refrigerator freezer sitting inside of a kitchen.,27859,564283
1738,coco-30k,A kitchen filled with appliances and cooking utensils.,81050,465327
1739,coco-30k,A large white airplane sits on the runway.,17480,218224
1740,coco-30k,A large passenger jet flying over the top of a forest.,49260,353551
1741,coco-30k,A metal toilet with a blue seat in a bathroom.,99819,313491
1742,coco-30k,a bath room with a bath tub and a window,4069,261115
1743,coco-30k,A woman standing in a kitchen next to a table.,44415,441247
1744,coco-30k,A person standing next to a bike covered in flowers.,81309,340998
1745,coco-30k,A yellow striped cat sitting on a bathroom sink.,25909,229740
1746,coco-30k,A motorcycle parked on a lush green field.,18075,69670
1747,coco-30k,A white toilet sitting in a bathroom on a wooden floor.,3112,359659
1748,coco-30k,A man and child near a short stop sign.,79336,106739
1749,coco-30k,A woman sitting on a toilet wearing pink shoes.,40418,136680
1750,coco-30k,A bathroom with a raised sink and a mirror.,70913,281868
1751,coco-30k,A group of young people riding motorcycles down a street.,53586,503837
1752,coco-30k,A large cat climbing up the side of a window.,46955,84124
1753,coco-30k,A large orange sitting on a glass plate.,65751,521352
1754,coco-30k,Two large passenger jets flying over a beach filled with birds.,13077,258285
1755,coco-30k,A red all terrain vehicle next to a man with a green dirt bike.,8299,26209
1756,coco-30k,A group of people standing around a blue building.,75066,323263
1757,coco-30k,A toilet has been turned on it's side out in a yard.,16769,320659
1758,coco-30k,A young man standing in front of a Canon store.,85218,386707
1759,coco-30k,A large passenger jet taking off from a runway.,70498,279649
1760,coco-30k,A bathroom filled with fixtures and a shower.,65129,462614
1761,coco-30k,A colorful airplane flying though a blue sky.,90903,163361
1762,coco-30k,A urinal mounted to a pink wall next to a toilet.,34929,535643
1763,coco-30k,A bathroom with a white toilet and a sink net to a shower.,50367,92124
1764,coco-30k,A small child riding on a blue wheeled toy.,44241,561054
1765,coco-30k,A smiling woman sitting on a stationary motorcycle.,51308,25282
1766,coco-30k,a man standing next to sheep on a lush green park.,53680,62167
1767,coco-30k,A bottle of sprite sitting on top of a bench.,80860,449976
1768,coco-30k,A woman standing next to two parked motorcycles and a child.,359,160456
1769,coco-30k,A yellow smiley face cat sitting on a white plate.,10589,172627
1770,coco-30k,An airplane flying through the gray sky with smoke pouring out it's back.,97954,29197
1771,coco-30k,A man riding a motorcycle down a city street.,6352,380706
1772,coco-30k,A bathroom with a toilet and a toilet paper dispenser.,44758,507352
1773,coco-30k,Black and white cat sitting on a man's head in front of a storefront.,56241,29587
1774,coco-30k,A car dashboard with a group of brown cows waking towards it.,84466,180362
1775,coco-30k,A pot on top of a stove next to a large metal ladle.,2862,39770
1776,coco-30k,A man preparing food outside of a shop on a street corner.,91119,483553
1777,coco-30k,A parked motorcycle sitting on the side of the road.,10542,479378
1778,coco-30k,A bathroom with a sink and television inside of the mirror.,68741,474786
1779,coco-30k,A large passenger jet sitting on top of a runway.,75757,355370
1780,coco-30k,A man working on an intricate task while on a canoe in an everglade.,64893,194013
1781,coco-30k,White counter top sink with wooden cabinets and a mirror. ,22852,177420
1782,coco-30k,The interior of a public bathroom with multiple sinks.,61033,576160
1783,coco-30k,A group of people standing under an umbrella on the side of a street.,85714,415828
1784,coco-30k,A bathroom with a shower next to a large mirror.,59061,47603
1785,coco-30k,Scantily dressed women near a line of motorcycles.,26303,385248
1786,coco-30k,A car parked outside of a gas station with chrome rims.,56183,552824
1787,coco-30k,"A bathroom with white counters, wooden cabinets and a toilet.",12718,252829
1788,coco-30k,A white toilet sitting next to a wall outdoors.,42668,388298
1789,coco-30k,A white cat sitting in the drivers seat of a car.,61586,67164
1790,coco-30k,A cat that is sitting on the hood of a car.,77381,68878
1791,coco-30k,A red fire hydrant mounted to the side of a building.,46526,531970
1792,coco-30k,A man riding a motorcycle on top of a race track.,83962,116712
1793,coco-30k,A grandmother standing next to a child in a kitchen.,29571,290868
1794,coco-30k,The bathtub and sink of a bathroom with a large mirror.,18160,403145
1795,coco-30k,A plane flies over water with two islands nearby.,48006,472
1796,coco-30k,A toilet sitting in a bathroom next to a sink.,58557,360772
1797,coco-30k,A group of people riding on the back of a loaded red pickup truck.,25455,372938
1798,coco-30k,A metal bowl filled with wet juicy oranges.,14058,128280
1799,coco-30k,A kitchen filled with wooden cabinets and a microwave oven.,50226,97022
1800,coco-30k,A large passenger jet flying through a gray sky.,83394,208901
1801,coco-30k,A counter in a kitchen line with black metal stools.,91070,74209
1802,coco-30k,A beautiful red haired woman holding a cup while wearing a sweater,91409,236023
1803,coco-30k,A large truck parked next to palm trees on a street.,27021,151877
1804,coco-30k,A small black and brown dog sitting next to a motorcycle.,40497,472375
1805,coco-30k,A woman standing in a kitchen holding a jug of milk.,80555,195271
1806,coco-30k,A glass bowl filled with oranges on top of a table.,48752,176271
1807,coco-30k,A kitchen with a center island with wooden stools.,98358,502749
1808,coco-30k,A herd of elephants grazing on a lush green field.,60018,465324
1809,coco-30k,A kitchen filled with hard wood flooring and appliances.,8331,93140
1810,coco-30k,There is a woman standing on a city street.,86140,224724
1811,coco-30k,"A small dog on TV behind the words "" What Did I Do Wrong?'.",64354,216014
1812,coco-30k,A cat perched on a car dashboard travelling on a street.,95458,38769
1813,coco-30k,"A fancy toilet, including a sink on the back and controls on the side.",71224,361750
1814,coco-30k,Airport workers loading luggage onto into an airplane's cargo hold.,15210,73450
1815,coco-30k,A group of bikers riding on the back of motorcycles.,86809,104647
1816,coco-30k,A bathroom with a tub next to a toilet and a sink.,73179,504248
1817,coco-30k,A bathroom with a large white sink and a door.,87062,564151
1818,coco-30k,A bathtub is in a bathroom with green tile.,22969,564816
1819,coco-30k,"A small bathroom with a toilet, sink and window.",95345,553280
1820,coco-30k,a jet on three pillars in front of a building,33247,84752
1821,coco-30k,Two brown teddy bears sitting on top of a wooden table.,97779,187647
1822,coco-30k,a person driving a motorcycle on a closed course,52179,227224
1823,coco-30k,A kitchen with a refrigerator freezer next to a sink.,36182,64152
1824,coco-30k,A large kitchen with an  island surrounded by stools.,17217,550552
1825,coco-30k,A blue and white tooth brush sitting on a sink.,81075,403863
1826,coco-30k,A stove top oven covered in pots and pans.,55491,180495
1827,coco-30k,A TV inside of a bathroom mirror next to a light.,88594,283438
1828,coco-30k,A bathroom with a white toilet sitting next to a sink.,40218,469471
1829,coco-30k,A woman carrying a red purse filled with hot dogs.,95055,467742
1830,coco-30k,A group of motorcycle riders racing down a track.,80851,211189
1831,coco-30k,A large Air Force jet taking off of a runway.,31789,180411
1832,coco-30k,Two fighter jets flying through a blue sky.,88964,173584
1833,coco-30k,A white toilet sitting in a bathroom next to a wall.,5825,256094
1834,coco-30k,A bathroom with a white bath tub and two sinks.,69445,33243
1835,coco-30k,A jetliner flying above in a light blue sky.,5504,466005
1836,coco-30k,A motorcycle parked on a walkway next to a dog.,3676,390348
1837,coco-30k,A group of people sitting around a long table,10445,156846
1838,coco-30k,A bathroom filled with a bath tub and his and her sinks.,50040,506220
1839,coco-30k,A white toilet sitting in front of a building under a window.,45817,511236
1840,coco-30k,A kitchen filled with black appliances and lots of counter top space.,97882,193271
1841,coco-30k,A white toilet sitting in a bathroom next to a wall.,12836,38630
1842,coco-30k,A white table topped with cakes and nuts.,58783,405432
1843,coco-30k,A paper bowl filled with cake and a muffin next to a banana.,48606,313337
1844,coco-30k,A brown cat laying in a white bathroom sink.,21113,347879
1845,coco-30k,A black and white dog chasing sheep in a field.,51761,290269
1846,coco-30k,Two motorcycles parked in a grassy area next to a tree.,43134,153083
1847,coco-30k,An old black and white photo of a city street with a large cathedral on the right hand side. ,92724,347535
1848,coco-30k,"A living area with a television, CD rack and various posters.",56188,62311
1849,coco-30k,A computer desk with various monitors and speakers.,87465,542509
1850,coco-30k,A kitchen area with a dining table and counter.,7785,145199
1851,coco-30k,A gigantic pastry held together by a bag and skewers,50248,377595
1852,coco-30k,A bathroom with a frame on wall and sink,72594,436392
1853,coco-30k,A grey and white cat sitting at foot of a doorway.,83181,56373
1854,coco-30k,A large passenger jet flying through a cloudy sky.,70831,84870
1855,coco-30k,A white bath tub in a bathroom under a mirror.,99092,507274
1856,coco-30k,A bathroom with a toilet and a bathtub with a safety rail.,85167,245274
1857,coco-30k,A bathroom with two sinks mounted on a wall.,50112,172886
1858,coco-30k,A group of large passenger jets parked in front of an airport.,89960,293324
1859,coco-30k,a compact kitchen with stainless-steel cabinets behind glass blocks,48746,97159
1860,coco-30k,A man sitting in a chair holding a yellow umbrella.,90924,527102
1861,coco-30k,A kitchen filled with bottles on it's counters and lots of counter space.,58669,467705
1862,coco-30k,A woman standing in a kitchen preparing food.,69142,350639
1863,coco-30k,A crowd of people standing around a field.,78197,412764
1864,coco-30k,A white toilet in a bathroom next to a white sink.,20078,209682
1865,coco-30k,A butcher cutting up the corpse of a dead animal.,77583,185201
1866,coco-30k,"Two men talking to each other on a street corner
",91655,8211
1867,coco-30k,A metal sink next to a white top oven ,4767,577857
1868,coco-30k,A bathroom under construction with a white tub next to a toilet.,19534,459408
1869,coco-30k,A group of people standing behind a blue table topped with sheet cakes.,60697,382625
1870,coco-30k,A motorcycle parked next to a black truck.,54634,190150
1871,coco-30k,A small kitten is lying on the seat of a large motorcycle.,55872,325768
1872,coco-30k,A humongous jumbo jet is on the airport runway.,75499,539808
1873,coco-30k,A large propeller airplane flying through a blue sky.,67724,64629
1874,coco-30k,A woman riding a bike while wearing really short shorts.,48727,256505
1875,coco-30k,A bathroom with a white toilet underneath a window.,79271,185546
1876,coco-30k,A person riding a motorcycle on a playground.,32778,182734
1877,coco-30k,A kitchen with a counter and a table with chairs.,2260,34873
1878,coco-30k,A large passenger jet flying through a blue sky.,99286,370325
1879,coco-30k,A shower door with a white towel hanging from it.,85216,409842
1880,coco-30k,A white toilet sitting up against a yellow wall.,61682,576080
1881,coco-30k,A group of  people sitting around a table on laptops.,70522,479950
1882,coco-30k,A group of motorcycle cops riding across a field.,50,492395
1883,coco-30k,A white toilet in a bathroom next to a white sink.,88717,167477
1884,coco-30k,A man riding a white scooter down a street with a woman on the back.,47566,138488
1885,coco-30k,A bike parked in front of a window on the side of a building.,84432,68381
1886,coco-30k,A blue motorcycle parked outside of a building.,38113,504948
1887,coco-30k,A crystal bowl filled with oranges on top of a table.,68054,229599
1888,coco-30k,Group of people standing outside of a green bus.,10354,581394
1889,coco-30k,A group of bikers parked in a parking lot under large lights.,82520,565031
1890,coco-30k,A bathroom with a small white toilet under a skylight.,92590,31660
1891,coco-30k,A clear glass bowl filled with fruit on a wooden table..,24545,263178
1892,coco-30k,A sky filled with airplanes flying underneath the clouds.,8460,323418
1893,coco-30k,A little girl cutting up food on a  cutting board.,15896,182715
1894,coco-30k,A group of knives mounted to a kitchen wall.,51251,233075
1895,coco-30k,a close up of a person riding a motorcycle ,3948,169972
1896,coco-30k,An airport filled with planes sitting on tarmacs.,75413,560623
1897,coco-30k,A man standing next to another man as they prepare food.,57848,74135
1898,coco-30k,Person cooking an eggs on a black pot on a stove. ,95381,580294
1899,coco-30k,A black cat sitting at a computer desk topped with a monitor.,20671,333140
1900,coco-30k,A couple of men riding horse drawn carriages.,91203,129520
1901,coco-30k,A bathroom with a white toilet next to a walk in shower.,90186,490567
1902,coco-30k,A diner with large pepsi signs on the front of it.,14762,492800
1903,coco-30k,A group of horse mounted police standing in front of a crowd.,3486,327663
1904,coco-30k,The bathroom is white and looks very clean.,79357,507893
1905,coco-30k,Two giraffe standing next to each other in a forest.,84572,573756
1906,coco-30k,A cat standing next to a bike parked against a wall.,71503,101762
1907,coco-30k,A kitchen with wood floors and lots of furniture.,47629,374628
1908,coco-30k,A tall church sitting next to a lush green field.,62735,139567
1909,coco-30k,Three buses pulled in front of a bus station loading passengers.,62337,68520
1910,coco-30k,A kitchen with a wooden floor and white cabinets.,76037,559159
1911,coco-30k,A tall giraffe studding next to a  parked truck.,30715,53748
1912,coco-30k,"A kitchen, with a sink, oven, fridge, and cabinets.",94338,564629
1913,coco-30k,A man laying on top of a wall next to a bike.,88320,124979
1914,coco-30k,A kitchen filled with appliances and wooden cabinets.,14402,226984
1915,coco-30k,A table topped with a bottle of alcohol and a plastic cup.,75389,533721
1916,coco-30k,A yellow and blue plant flying in a gray sky.,43143,52017
1917,coco-30k,A dog sitting in the passenger seat of a car.,78106,397375
1918,coco-30k,A couple of people standing in a field flying a giant kite.,65109,182279
1919,coco-30k,A kitchen filled with appliances and a wall mounted picture.,43205,9668
1920,coco-30k,A woman standing in front of a bathroom mirror next to a sink.,94117,319456
1921,coco-30k,A woman is wearing a wetsuit while holding a surfboard.,86590,489339
1922,coco-30k,A woman walking a bike next to a river with a boat in it.,18109,131919
1923,coco-30k,A large kitchen filled with white appliances with lots of counter space.,442,262054
1924,coco-30k,A man sitting on a bench on top of a pier.,75190,257236
1925,coco-30k,A large passenger jet flying through a blue sky.,76321,540816
1926,coco-30k,A group of people walking across a bridge over a river.,18413,258472
1927,coco-30k,A white toilet sitting in a bathroom next to a white wall.,71870,13769
1928,coco-30k,A couple of red motorcycles parked in front of a building.,53210,208991
1929,coco-30k,A kitchen filled with a metal stove top oven.,19689,416467
1930,coco-30k,A bathroom with a shower and a sink.,59339,103306
