case_number,source,prompt,evaluation_seed,celebrity
492132,mscoco,People walking in a museum with a airplane hanging from the celing.,33668,
220764,mscoco,A person cross country skiing across a snow filled plain.,9243,
140286,mscoco,A white horse drawn carriage in front of a yellow building.,82567,
216910,mscoco,a man holding onto a surfboard while standing next to a tree,61628,
303944,mscoco,a group of black suitcases sitting next to each other by a wall,19107,
278822,mscoco,The two people are ready to serve the variety of donuts.,98996,
145405,mscoco,Two woman sharing an umbrella as they walk,94676,
463913,mscoco,A sandwich sitting on top of tissue paper on top of a wooden table.,25486,
197847,mscoco,Two people skiing down a snow covered slope.,88238,
291305,mscoco,A horse pulls a carriage at the beginning of a parade,25739,
529850,mscoco,A man kneeling down to a black cat on luggage.,85070,
204525,mscoco,A man standing next to a few bags of luggage.,71956,
18771,mscoco,A river with lots of trees on the river banks and a bridge in the middle of the river.,99322,
545594,mscoco,A woman with a red backpack is on a bus.,8379,
505223,mscoco,A group of people playing with soccer balls in the grass.,24023,
158806,mscoco,The dog is thinking about eating the sandwich.,10355,
98656,mscoco,A man in a dress riding a tiger motorcycle.,29595,
168455,mscoco,a traffic light on a pole on a side walk,42645,
295809,mscoco,Street sign painted on a road that looks like a bicycle.,4118,
379542,mscoco,A man riding a skateboard off the side of a ramp.,78380,
449150,mscoco,A cat is about to have its teeth brushed.,38336,
239198,mscoco,A cow standing in shallow water next to a wooded forest.,11015,
216482,mscoco,A giraffe staring at the camera in a field.,32621,
453731,mscoco,A large brown dog laying net to brown wooden barrels.,15983,
3093,mscoco,A blue bowl sitting on a table with a banana in it.,31969,
108838,mscoco,"People outside a building on a street with a gay crossing, girl with bicycle, and a motorcycle rider with helmut.",51115,
316365,mscoco,"A person working at an airport, outside of an airplane.",23059,
127659,mscoco,A commuter train passes people sitting on a bench at a train station.,96919,
181745,mscoco,A surfer is riding the waves in the water.,98743,
469840,mscoco,A man and child on a red and black motorcycle.,98543,
507180,mscoco,"A person kicking a soccer ball and another person trying to steal it, in a soccer game.",24060,
153973,mscoco,A herd of cattle standing on top of a grass covered field.,43080,
220292,mscoco,A couple of cats lying in a red suit case on a bed.,81591,
79369,mscoco,A pot on the stove is filled with food.,7328,
347558,mscoco,A renovated kitchen with stainless steel appliances and a huge stove,37749,
388066,mscoco,A black plate filled with food by a keyboard,32002,
192095,mscoco,A man pitching a baseball on top of a field.,47842,
184951,mscoco,"Chicken, broccoli, and macaroni and cheese served an on orange plate.",30227,
187285,mscoco,Two men riding surfboards on a wave in the ocean.,46481,
211192,mscoco,A pristine doctors examining room waiting for the next patient.,86609,
240147,mscoco,The baseball player is throwing the fast pitch.,48877,
145284,mscoco,A wooden park bench sitting in the  middle of a park.,64671,
113707,mscoco,A fluffy cat sitting on a laptop keyboard.,60664,
572226,mscoco,A lion head mask is hanging in an outdoor shop.,24729,
51119,mscoco,A bus that has been burned is sitting in pieces on the street.,32680,
119752,mscoco,"Cups, fruit and a person in a white t shirt",61421,
277689,mscoco,Lavishly decorated cake and empty drinking glasses await their tropical guests,21054,
15883,mscoco,Cook preparing a meal in folded bread at a food stall.,73340,
298578,mscoco,A group of people on a court with tennis rackets.,40113,
375449,mscoco,A herd of sheep standing on top of a lush green field,74378,
517793,mscoco,Group of people flying a blight kite with smiley faces on it.,80537,
283438,mscoco,A TV inside of a bathroom mirror next to a light.,88594,
468456,mscoco,"A group of people, one of a woman with a umbrella.",2962,
295574,mscoco,A man taking pics in a bathroom with a cellphone,92980,
100006,mscoco,A truck that is sitting in the street.,34198,
288075,mscoco,Several benches stand by the side of a river.,84304,
19667,mscoco,Two soccer teams playing against each other on a field.,57824,
210749,mscoco,A person riding a skateboard down a metal railing.,48760,
319530,mscoco,a man on skies is coming down a hill,76155,
469777,mscoco,Several people standing around a watering hole taking photos of elephants.,97092,
245067,mscoco,A surfer is riding a wave in the ocean.,97799,
97502,mscoco,A man sitting on the ground looking like a zombie.,72229,
400062,mscoco,A man in brown shirt playing with a red frisbee.,26062,
484723,mscoco,Lovingly restored antique double decker buses in London,34621,
514773,mscoco,A desktop computer sitting on top of a wooden desk.,40864,
62839,mscoco,The person is walking in the alley alone,62258,
469795,mscoco,A walk in shower next to a tub in a bathroom.,11355,
249643,mscoco,A train traveling down train tracks near a train station.,778,
529256,mscoco,Two dogs laying on a bed with a red comforter.,49155,
310202,mscoco,A woman standing in front of a table full of bananas.,70835,
480605,mscoco,An airplane flies up into the sky with the wheel out.,96556,
530407,mscoco,Elephants with long tusks greeting each other with their trunks,81922,
311950,mscoco,A hot dog on a bun covered in ketchup and mustard.,12651,
275843,mscoco,A double decker bus stopped at an intersection.,53144,
32909,mscoco,Some very cute cows all lined up in a row.,32355,
171685,mscoco,people walking around and looking at assorte motorcycles,46239,
22474,mscoco,A knife about to cut a birthday cake in pieces.,15239,
232511,mscoco,There is a older man on a motorized chair riding on the grass,724,
130527,mscoco,a group of cows grazing in a green grass wire fenced pasture.,15023,
489799,mscoco,Several men on a field playing soccer together.,57012,
361265,mscoco,A woman walking across a street holding a camera.,49652,
4283,mscoco,Two birds that are sitting in a marsh area.,5499,
476339,mscoco,"Parking meter that is expired, with damp street below",10787,
119802,mscoco,stuffed animals are sitting together in a street corner,22360,
438531,mscoco,a child on a couch using a laptop,16952,
350614,mscoco,A person on a surf board riding the waves,95420,
371322,mscoco,A river with men riding paddle and surf boards on top of it.,31470,
303358,mscoco,three elephants are standing in a brown field of grass,31728,
540694,mscoco,A giraffe standing in a lot filled with cars.,22903,
183843,mscoco,A man riding a snowboard across snow covered ground.,10381,
371117,mscoco,A black and white cat sitting on the side of a computer monitor.,67963,
494439,mscoco,A train that is sitting on a track.,6203,
209419,mscoco,A white dog laying on top of a Siamese cat on a stone wall.,35800,
227985,mscoco,Two sandwiches cut in half sitting on top of a white plate.,97751,
272961,mscoco,A large horse studding next to a baby horse.,93488,
576714,mscoco,A sheep standing in a open grass field.,77335,
58141,mscoco,People walk through the street with umbrellas to shade the sun.,19068,
136285,mscoco,A gentleman and child in a vintage picture with a horse.,56188,
357737,mscoco,A picture of a person standing by a bicycle.,68561,
408057,mscoco,Clothes hanging on a rope over an unfinished patio.,95805,
98839,mscoco,A cat curiously looking sideways at a television.,55696,
547759,mscoco,A lunch of two chili dogs and a grape soda.,74582,
519703,mscoco,A group of ferry and sailboats are sitting on the water.,51441,
411188,mscoco,a gray bird about to perch on a branch,97035,
358075,mscoco,A checkered table with plates of food and deep dish pizza.,76577,
443969,mscoco,A baby girl standing in a shopping cart holding an umbrella.,31997,
61943,mscoco,A big full view of several people gathering.,50487,
363784,mscoco,A white bath tub sitting under a window.,47915,
347666,mscoco,A dog and a horse standing near each other.,69816,
116289,mscoco,Two giraffe standing next to each other around a tree.,78502,
40087,mscoco,A yellow fire hydrant sits by the side of the road.,44067,
504700,mscoco,A man in a suit stands in front of a bus,92465,
426070,mscoco,a person sitting on a couch in a living room,35063,
102805,mscoco,A man in holds a Frisbee in the parking lot by the river.,88410,
578993,mscoco,A person wearing a black water suit surfs in the ocean,84275,
286785,mscoco,A zebra reaching its head into a car to lick a passengers legs.,36147,
322785,mscoco,A double deck tour bus at a stop with passengers.,21013,
234590,mscoco,"a bathroom with towels , lights, and a sink that is clean",57312,
167422,mscoco,A red fire hydrant located beside a river of water.,52927,
180510,mscoco,a train on a train track with a sky in the background,90002,
477042,mscoco,A woman on a bench plays an accordion as a man looks on.,19223,
305993,mscoco,They are holding a frisbee together while hugging each other.,37710,
16491,mscoco,a number of baseball players on a field,58994,
169436,mscoco,A man is wearing baseball gear and standing on the field.,21875,
250506,mscoco,A young girl sitting on top of a skateboard.,96695,
304438,mscoco,This is an old fashion picture of a young man in a suit.,57200,
214305,mscoco,A young boy poses next to his homemade pizza.,5801,
533140,mscoco,"Three sheep in a vineyard, two black faced and one white faced",95155,
46905,mscoco,a dog and a cat sit on chairs near each other,11181,
308564,mscoco,A plate of spaghetti with broccoli and mushrooms,71875,
335041,mscoco,A man cross-country skiing on a snowy city street,73202,
312056,mscoco,A white cat standing on top of a suitcase.,14117,
243313,mscoco,an old fashioned television on a city side walk,57123,
439573,mscoco,A large sandwich cut in half sitting on a plate.,50659,
289229,mscoco,A man wearing a white lab coat holding a bone saw.,92902,
293785,mscoco,A white truck parked in front of a store with lots of windows.,27512,
553862,mscoco,Small group with a folding table next to a decorative old bus.,83168,
380634,mscoco,A young child riding on the back of a brown horse.,86727,
104893,mscoco,a yellow and black train sitting on track,83304,
136833,mscoco,A couple of police motorcycles parked next to each other.,93379,
561335,mscoco,Two row boats are laying upside down in the woods.,74545,
344897,mscoco,a bunch of cows standing and laying on a grass field.,99593,
507887,mscoco,Two pizzas are sitting alongside an almost empty pitcher of wine.,78715,
3382,mscoco,People in navy uniforms and one person talking on a walkie- talkie.,60203,
316917,mscoco,a sandwich with grilled meat covered by salad greens,21368,
372316,mscoco,A street containing various cars and lampposts at night.,2399,
408501,mscoco,A blue and yellow train going down the train track,96892,
79653,mscoco,A mouse is wrapped in its own cord and wrapped in a backpack.,55475,
189067,mscoco,This expert skateboarder is skateboarding on a railing.,43841,
339738,mscoco,A cat looks tired while wearing a small plastic hat.,73501,
426629,mscoco,A giraffe stands in a field as birds perch on its neck.,94956,
469134,mscoco,A group of bikers assembles outside of a pizza shop.,57875,
367673,mscoco,The young girls are playing a game of soccer on the field.,5157,
287667,mscoco,a wooden cutting board a knife some carrots and onions,87420,
416345,mscoco,A cat sitting in a black office chair.,54295,
73201,mscoco,Two girls and a boy eating food and laughing.,20937,
353970,mscoco,a cat sitting in a chair looking up,81620,
101180,mscoco,a couple of red lights are on a pole,75806,
455355,mscoco,a man on a horse that is in side of a gate,77709,
324638,mscoco,A group of people standing around a table with food on top of it.,44193,
130262,mscoco,a man on a surf board riding a small wave,13940,
495732,mscoco,Two men play Wii in a cramped living room.,94515,
270744,mscoco,A man carries a leash around his shoulders as two dogs make their way alongside.,10859,
201676,mscoco,Three zebras standing next to each other in a meadow with other zebras visible behind them,67403,
27440,mscoco,A giraffe standing outside of a building next to a tree.,19508,
479280,mscoco,A woman laying in bed sleeping next to an alarm clock.,64491,
318056,mscoco,A tall yellow double decker bus parked next to another bus.,71003,
82259,mscoco,a couple of men are standing on a snowy mountain,34195,
58701,mscoco,a street sign on the corner of a city street,64562,
566049,mscoco,People on a beach playing a game of frisbee.,54321,
261050,mscoco,A man sitting on top of a hair next to a  woman.,69126,
113113,mscoco,A basket filled with lots of fresh produce.,91603,
144200,mscoco,broccoli being sauteed in a pan with a wooden spoon,27911,
316240,mscoco,Multiple images are seen showing forest scenes and a small cottage.,1702,
85340,mscoco,A woman holds a basket with a hot dog while she is surrounded by two other people.,51274,
91236,mscoco,A group of jets flying overhead in tight formation.,90199,
106172,mscoco,A guy posing with a guitar while making a song.,4607,
399164,mscoco,A computer desk with a desktop and laptop computer.,51910,
436111,mscoco,"This is a small bathroom with a toilet, a shower, and a dirty floor.",96712,
15614,mscoco,Two giraffes that are standing in the grass.,82710,
489023,mscoco,A soccer player looks up at a soccer ball.,86741,
149272,mscoco,Cross-country skiers are getting their workout for the day.,59442,
578967,mscoco,A monorail is going down the track with people on it.,59550,
484042,mscoco,A man in black wet suit holding a surfboard under his arm.,78250,
155811,mscoco,"People out on a city street in the rain, many with umbrellas.",58057,
434850,mscoco,A traffic light next to another set of traffic lights.,87618,
214975,mscoco,A green truck cake sitting on top of a table.,75632,
14029,mscoco,A person laying on a beach next to a  white surfboard.,42461,
222842,mscoco,Partially consumed slices of cake at a restaurant table.,18566,
492878,mscoco,A bathroom sink and its reflection in the mirror.,77730,
258036,mscoco,A nude lady lying on a bed with white sheets,54308,
450724,mscoco,A man sitting on a bench right on a bay of water.,14775,
335774,mscoco,A dinner plate has a lot of different food on it.,16719,
323460,mscoco,A red plastic basket with two hot dogs on it.,25546,
138806,mscoco,this kitchen is very big and has wood cainets,48818,
369482,mscoco,a traffic light hanging over a city street,42514,
221172,mscoco,A man in a blue shirt is playing tennis.,12712,
175024,mscoco,A person sits on top of a motorcycle with a stuffed toy.,57261,
138220,mscoco,A man with a tattoo on his back and a frisbee in his hand.,3814,
124654,mscoco,"A restroom view of a toilet, sink, and shower curtain.",85853,
231088,mscoco,6 open umbrellas of various colors hanging on a line,62687,
44964,mscoco,a big mama elephant with her baby in a natural setting,75728,
293245,mscoco,A Yamaha motorcycle parked outside of a building.,84605,
579036,mscoco,a red bus with an open upper deck,99230,
240915,mscoco,a close up of an open umbrella on a a fence,14740,
103667,mscoco,A kitchen with a center island surrounded by wooden stools.,30311,
259728,mscoco,A stop sign on a pole near a road.,54997,
248912,mscoco,A plate has a sandwich on it and is next to an apple.,43540,
575719,mscoco,A young woman holding a white frisbee in her hands.,62705,
268641,mscoco,The orange fire hydrant is on a sidewalk in front of a brick building.,55768,
210990,mscoco,A skier climbing up a snowy mountain half in shade.,51527,
443597,mscoco,Four pieces of dessert on a styrofoam plate,95890,
108353,mscoco,A small bird sitting on a tree branch.,87986,
302710,mscoco,Two NYPD motorcycles parked along a city street.,81137,
388795,mscoco,Two desks rigged to look like the drivers seats of race cars are at the foot of a bed.,32620,
215633,mscoco,A man dressed up and posing for a picture,26655,
248771,mscoco,an image of a street scene with traffic lights,55150,
68300,mscoco,A plate of spaghetti with red sauce and broccoli.,6214,
435576,mscoco,A man wearing a hat standing next to a pile of produce.,21610,
400401,mscoco,A competitive skier leans on their skis while going downhill,89531,
520232,mscoco,A bird flying between to stop lights in the evening.,2435,
417440,mscoco,Three Zebras grazing on the grass in a field.,53302,
238071,mscoco,"S&B train number 3815 coming down the track, country area.",79074,
351787,mscoco,A herd of zebra in a grassy field under a field,59471,
246398,mscoco,A man riding a skateboard on top of a metal rail.,56869,
487943,mscoco,a man doing a big jump with his skateboard,44055,
463583,mscoco,A sandwich and some fries on a plate.,97242,
87194,mscoco,a polar bear in the water holding a carrot,79790,
174363,mscoco,"A bird flying over an ocean, with a wave crashing behind it.",22502,
17198,mscoco,A parked silver subway train next to a platform.,60855,
486501,mscoco,Large adult cat lying in white sink in residential bathroom.,7670,
273494,mscoco,a hotel rooom  with two beds and a food tray on one bed,28091,
339845,mscoco,A view of a professional camera and light umbrella.,37595,
490567,mscoco,A bathroom with a white toilet next to a walk in shower.,90186,
398005,mscoco,A group of zebra standing on top of a dry grass field.,62471,
569825,mscoco,A catcher at a baseball game who removed his mask.,80610,
565903,mscoco,A woman with sunglasses holding a bottle of water and in a throwing motion with a frisbee in the air.,17503,
447279,mscoco,There are police men standing and some are sitting on horses,25812,
513513,mscoco,The halved melon is on the counter next to the remote.,49627,
170893,mscoco,A dog is standing next to a toilet playing with tissue,76015,
223005,mscoco,A brown and black cow in a field with a barn in the background.,74091,
414698,mscoco,a male tennis player volleying a tennis ball at a match,7135,
239235,mscoco,A group of people riding down a snow covered ski slope.,26430,
363574,mscoco,Several ripe red apples resting in the grass.,46541,
482690,mscoco,"A boy soaring into the air, doing tricks on his skateboard.",9285,
213816,mscoco,a close up of a public transit train with its doors open,55912,
36765,mscoco,A man is riding a horse and buggy on the beach.,67627,
4936,mscoco,A white dish filled with lots of vegetables.,98565,
337505,mscoco,The kitchen with utensils on the wall is very old.,10220,
575544,mscoco,A gray motorcycle parked in a parking lot.,82120,
55601,mscoco,A brown bear is grazing in the grass.,87164,
292991,mscoco,THIS IS A PHOTO OF SOMEONES LUGGAGE LEFT BEHIND,85659,
430519,mscoco,A yellow and blue bus driving down a curvy road.,75571,
212453,mscoco,A white toilet sitting in a corner of a room.,2931,
71385,mscoco,A man is surfboarding right up to the steep shoreline.,37888,
238700,mscoco,a giraffe and a zebra are standing in a field,19717,
544052,mscoco,A couple of storm troopers standing next to each other.,67557,
557595,mscoco,"Lower body shot of man in dark cloths, walking away in cross walk area, holding skate board.",85947,
210372,mscoco,a counter with cleaning supplies ice cube trays and racks from a fridge and a drawer missing,94908,
515585,mscoco,Two cats sitting on top of a foamy chair attached to a wall.,70880,
297374,mscoco,A blue bike parked next to a tree in a planter.,51403,
24931,mscoco,a man with a jacket and tie with his arms spread out,40637,
289941,mscoco,A little boy sitting on a bed drinking from a cup.,82537,
129903,mscoco,A street sign with the words Manuel and Idalgo on it.,27539,
181446,mscoco,A man scowling while looking in a refrigerator,7304,
318778,mscoco,A group of people standing around tables next to a jet.,97149,
449768,mscoco,a black motorcycle sitting on the dirt road,36442,
285388,mscoco,"A zebra walking inside of its pen, with its back to the camera.",81096,
44136,mscoco,"Two men sitting at a table, one with a bottle in his hand and the other has a bow tie on.",15253,
35266,mscoco,A white toilet sitting inside of a bathroom.,9344,
205350,mscoco,A bathroom with marble walls and counters surround a large mirror.,81886,
559312,mscoco,The man is walking with a bicycle covered with small green bananas.,58575,
301380,mscoco,A herd of sheep in a rural landscape with trees and a pond in the background.,62601,
60859,mscoco,A train traveling through rural countryside under power lines.,46499,
360480,mscoco,A woman in white jacket and green skirt playing tennis.,24445,
353299,mscoco,Two horses standing on a lush green field.,34880,
136584,mscoco,A bird perched on top of a wooden power pole.,62606,
417716,mscoco,a red traffic light sitting next to a  brick wall.,70298,
415672,mscoco,A street scene with people on motorcycles and people sitting on benches.,85391,
233033,mscoco,An outdoor with a patio with chairs and a wooden deck.,91404,
342490,mscoco,A airplane is taking off near a grassy area.,2205,
539129,mscoco,A single zebra that is grazing in a field.,42423,
428885,mscoco,A man standing on a roof holding an ax.,37647,
402926,mscoco,A giraffe running across a large dirt field.,60043,
577712,mscoco,Three people stand in front of the giraffe zoo section.,25197,
416476,mscoco,a polar bear near rock formations in an enclosed area,92610,
447558,mscoco,A group of men on a field playing baseball.,26386,
499313,mscoco,A deep dish and thick crusted pizza with toppings.,70371,
429142,mscoco,A man that is in the air with a skateboard.,39499,
465692,mscoco,Person in jacket riding a bicycle on a street.,34552,
362026,mscoco,A standup shower and toilet in a small bathroom.,29624,
418143,mscoco,A group of four people riding skis while holding ski poles.,50352,
573753,mscoco,A cat with glowing eyes laying on top of a person.,61835,
196046,mscoco,A group of people sitting on motor bikes on a street.,96301,
241326,mscoco,A big chair with a gray cat laying on top of it next to a black dog.,12703,
285089,mscoco,A black bear balances on a wooden fence,76,
327070,mscoco,A blue bus driving down a curvy street.,52043,
246966,mscoco,A different variety of foods in plastic bags.,41753,
452308,mscoco,A traffic light on green with several traffic signs surrounding it,57954,
144438,mscoco,Two people with pizzas on a picnic table outdoors.,32306,
444515,mscoco,THERE IS A NUT AND A ORANGE YOGURT AND AN APPLE,8939,
440045,mscoco,three children sitting on a bench near one another,57496,
189241,mscoco,Two chefs are preparing sandwiches on a cluttered table.,90097,
292123,mscoco,A row of benches on a boat casting a shadow.,5818,
426542,mscoco,Baseball players watching whats going on in the field,2476,
109454,mscoco,A young man holding up a green bottle as he drinks,3052,
24197,mscoco,Pizza on a wooden table being cut into slices.,74150,
100354,mscoco,The lamb is nursing for milk from his mother.,30216,
149123,mscoco,a truck and two double deckered busses near a building,16007,
78313,mscoco,The shelves above the cabinet have porcelain dishes on them.,73839,
308120,mscoco,A cake made to look like a baseball hat.,26321,
464515,mscoco,The couple is riding the motorcycle together.,72273,
565031,mscoco,A group of bikers parked in a parking lot under large lights.,82520,
239064,mscoco,a group of people walking on an elevated walkway,79682,
549351,mscoco,A smoke stack sitting on the side of a roof.,75641,
316782,mscoco,A group of men standing on the deck of ship next to three small boats filled with men.,362,
431481,mscoco,Two biscuit sandwiches sitting on a plate next to greens.,93206,
144633,mscoco,A basket full of broccoli sitting next to other fruits and vegetables.,76255,
114920,mscoco,some people and kids riding on a small train by some trees,36230,
261999,mscoco,Two people standing beside a motorcycle are kissing.,93556,
533978,mscoco,A white stove with two metal pots on its back burners.,59044,
92658,mscoco,A couple of soldiers standing on top of a boat.,43954,
378453,mscoco,A herd of zebras standing on a sandy platform near a small body of water.,40869,
53635,mscoco,The young man is practicing on his skateboard.,89609,
263014,mscoco,Two zebra walking down a small rural road.,89296,
80153,mscoco,A person riding skis on top of a snow covered slope near a dog.,63101,
22191,mscoco,A single toilet on black and white tiles.,92432,
356920,mscoco,A man holding an umbrella while walking down a street.,44238,
574703,mscoco,Mississippi paddle boats still make their way on the river.,6146,
265125,mscoco,A woman holding a black umbrella as she stands behind a car.,633,
14921,mscoco,There are pictures of flowers in the bathroom.,50485,
25191,mscoco,there are two elephants that are walking in the wild together,43750,
56633,mscoco,A tasty looking pie that is sliced up and ready to eat.,23402,
123244,mscoco,A man with his foot on the face of someone lying on the ground.,99313,
306363,mscoco,"Brown, white, and black rams eating on a hill.",8362,
381551,mscoco,a punch of people sitting on park benches,27108,
174482,mscoco,a blue bike parked on a side walk,27689,
186226,mscoco,A man wearing black glasses and a mustache.,147,
408248,mscoco,A new black backpack with tags still attached.,13921,
381360,mscoco,A man is surfing a big wave towards shore.,34945,
291712,mscoco,a small boat in a body of water,24461,
223123,mscoco,A field of cows being looked at over bushes.,27456,
292464,mscoco,A young woman cutting into a cake and serving it.,20219,
201305,mscoco,A young girl standing on a red carpet with her leg up in the air.,78981,
333182,mscoco,A young man with a tie stands next to a graffiti wall.,88893,
579402,mscoco,At least three zebras are standing together affectionately.,50421,
365139,mscoco,a small dog is standing in a sink,76121,
460454,mscoco,A man in white shirt jumping a ramp on a skateboard.,96651,
538414,mscoco,A player in action batting in a baseball game.,55957,
308391,mscoco,A fire department with a sign out front,95934,
567535,mscoco,Several calves graze and wander around a snowy field.,68158,
290532,mscoco,A desk topped with a desktop computer monitor behind a keyboard.,16865,
344005,mscoco,Two people on the beach are playing Frisbee.,34025,
275198,mscoco,A group of people holding umbrellas eating a meal outdoors.,84755,
119233,mscoco,A cat sprawled out over the top of a laptop computer keyboard.,38781,
273323,mscoco,A boat that is on the dock still attached.,82498,
61897,mscoco,A man riding a bike down a dark city street.,40232,
247264,mscoco,Two men in wetsuits with one man carrying a surfboard.,48305,
200870,mscoco,A dog with white and black hair catching a frisbee,72547,
385190,mscoco,Street art painted on the wall in an asian country.,40383,
539141,mscoco,a red truck a yellow crane some water boats and trees,15312,
50054,mscoco,a man with a cup is standing near a cow,71788,
351130,mscoco,a baseball player swings his bat at a ball,4888,
301317,mscoco,The tennis pro is wearing Nike sports clothing.,13149,
301691,mscoco,City buses are parked at the bus station,80472,
527378,mscoco,Two horses with a barn in the background.,60175,
91883,mscoco,two big sea crabs some greens and noodles and two drinks,22715,
7559,mscoco,A coffee cup filled with different colored tooth brushes.,68014,
125535,mscoco,A bird perched up in a tree covered in green leaves.,63792,
263068,mscoco,A man in dark clothing is on a cement step doing a trick with his skateboard.,89129,
444804,mscoco,There was a man that was playing frisbee on the grass,53180,
410934,mscoco,A broccoli plant has very large leaves.,72029,
36049,mscoco,the people are standing on a train track,73221,
506942,mscoco,A couple of multi-colored lawn chairs sitting on a beach.,35488,
141158,mscoco,a person that is skiing across some snow,98112,
47819,mscoco,A man standing behind a brown horse carrying lots of luggage.,84310,
120850,mscoco,A brown bear is sitting hunched over and his paws are together on a grassy area.,18578,
493284,mscoco,A group of adult and young elephants walking.,24652,
430973,mscoco,Large whole pizza pie with cheese and olive toppings.,34585,
450359,mscoco,A family is in the kitchen preparing a meal.,82541,
161470,mscoco,a little bird taking a bath in a bird bath,43995,
225480,mscoco,Two brown and white cows standing next to each other.,15344,
125635,mscoco,A black and white cat stares downward at a window.,35512,
187876,mscoco,a group of giraffes standing near one another with trees in the background,46245,
308799,mscoco,A doorway into a clean wood floored kitchen.,50208,
166565,mscoco,A computer desk topped with a desktop computer and a scanner.,53630,
576652,mscoco,Man in white and maroon uniform pitching a baseball.,3531,
476417,mscoco,This is an image of a panda eating bamboo.,60183,
269932,mscoco,A toy horse sits atop a red wooden chair,82591,
382801,mscoco,A man riding a snowboard down the side of a snow covered ski slope.,14368,
30668,mscoco,A woman riding a brown horse across a sandy beach.,79917,
387696,mscoco,A group of people standing around a kitchen preparing food.,57895,
532426,mscoco,A dog  attached to a motor cycle by a leash.,68926,
216576,mscoco,A group of young people wearing ski equipment.,91711,
117584,mscoco,there is a female surfer that is riding a small wave,95071,
306173,mscoco,A kitten sleep on top of papers.,46732,
423723,mscoco,a big giraffe walks next to some zebras,56990,
388677,mscoco,A cop riding a motorcycle next to a  white van.,71133,
549338,mscoco,Three horses are near a field of many animals in the distance.,14092,
574785,mscoco,one teo three for finb di bu bu,58116,
154057,mscoco,A cat that is sitting down on a porch.,44924,
512240,mscoco,a black chair a lamp some pictures and a fan,92435,
4229,mscoco,Two adults and one baby elephant walking in the wilderness,80338,
13291,mscoco,A group of people hold up Frisbees for the camera.,15142,
543178,mscoco,A kitchen with a black stove top oven.,36269,
558181,mscoco,A couple of brown bears standing on a log.,30756,
549817,mscoco,The toilet is in a room with exposed pipes.,47962,
216235,mscoco,Couple of cows outside eating at the grass,7394,
398438,mscoco,A person cutting a multi layer cake with a knife.,66986,
477118,mscoco,A metal pole covered in different street signs.,46604,
314023,mscoco,A person standing on top of a bed covered in a blanket and pillows.,64285,
494679,mscoco,Two giraffe and a zebra standing in a enclosure.,38035,
479866,mscoco,Women and men playing a frisbee-based sport on a soccer field.,30335,
131018,mscoco,A toddler reaches into a bowl of grapes in a sink.,64973,
238045,mscoco,The three green buses are parked next to each other.,59654,
232241,mscoco,People kneeling on their knees in the snow with snowboards.,30245,
489046,mscoco,A bird sitting inside of a green bush outside,95423,
101491,mscoco,A teenager wheeling a suitcase down a crowded street.,81340,
485071,mscoco,Guy falling off his surfboard after losing battle with the wave,80937,
48196,mscoco,A long yellow bus advertising a musical play,56928,
565563,mscoco,Many cars are parked along the sidewalk of a narrow street.,40411,
252468,mscoco,Boy sitting on a bench with an angry birds toy reading a book.,76539,
393809,mscoco,A group of men playing frisbee in the park.,91852,
455325,mscoco,Rows of sitting benches in old looking church,86724,
18794,mscoco,A snowboarder is high in the air holding onto his board with one arm flailing.,97932,
545581,mscoco,The sturdy bridge serves as a  train trestle,58986,
509822,mscoco,a gray bicycle is locked to some metal doors,21678,
108380,mscoco,Two cows in a field eating from a food bowl,5632,
123176,mscoco,A yellow and black train on a track.,20738,
382443,mscoco,A brown and white dog chewing on a plastic bottle,314,
281733,mscoco,A young a boy eating a chocolate sprinkled covered donut.,13740,
550431,mscoco,A man adjusting another mans color in front of a painting.,44175,
412301,mscoco,A city bus driving past a group of men riding skateboards.,48949,
452263,mscoco,A bear peaks out behind the grass in the woods.,49709,
53058,mscoco,there is a older man sitting and using a lap top,73112,
279256,mscoco,A woman is riding a horse at a competition.,5753,
180188,mscoco,A long black train sitting on top of railroad tracks.,97364,
366508,mscoco,A brown bear walking down a grass covered hillside.,19775,
434581,mscoco,a person in leather clothes and helmet riding a bike,56544,
367142,mscoco,A woman in white shirt standing in kitchen area.,61653,
16875,mscoco,A man wearing glasses lays in bed next to a cat.,86627,
195817,mscoco,A larger dog and a smaller dog play with a frisbee.,78797,
395575,mscoco,THERE IS A BENCH IN FRONT OF TE LAKE,70166,
382211,mscoco,Giraffe holding it's head mid way with a wooden gate behind it.,25648,
400573,mscoco,A man biting into a doughnut with a sly look.,37021,
205401,mscoco,A plane floating on top of a lake surrounded by mountains.,43917,
53626,mscoco,A group of people standing on ski's in the snow.,22455,
263163,mscoco,A man sits on a bench in a no smoking area,49656,
64059,mscoco,Two people playing frisbee on the grassy field.,67581,
560227,mscoco,A man holding a gun while standing in a shower.,72232,
569674,mscoco,Two zebras grazing in the high brown and green grass on the Savannah,94527,
100539,mscoco,a blue truck and a male in a purple shirt and a tree,78391,
572725,mscoco,A man in white shirt grinding a skateboard on rail.,21237,
498374,mscoco,A person's reflection is shown in the bathroom mirror they are photographing.,96587,
407821,mscoco,sunset reflecting on the water with a silhouette of a boat and trees,64733,
543006,mscoco,a downward view of a small toilet in a room,29252,
10442,mscoco,there are many baseball players greeting each other on the field,9353,
407783,mscoco,An action shot of a baseball player swinging at the pitch,90573,
