case_number,source,prompt,evaluation_seed,celebrity
212470,mscoco,A couple of men standing in front of a horse near  couple of dogs and a tree.,42672,
265742,mscoco,There is no image here to provide a caption for.,76633,
64399,mscoco,A female toddler in a flowered dress feeding herself some pastry,15862,
331790,mscoco,Man selling fruits and vegetables from a push cart.,67854,
421218,mscoco,Skateboarder is riding his skateboard down the steps.,40860,
170365,mscoco,A very clean and tidy bathroom sits empty.,6809,
210502,mscoco,Part of train car with a door to the rear connected to the car behind it,51325,
514982,mscoco,A couple of white sinks and a mirror in a room.,41868,
248980,mscoco,A blue plate with a green salad on top of it.,39326,
547345,mscoco,Luxury double decker bus ready to depart station.,99553,
281019,mscoco,a room showing a toilet and a sink,7340,
426259,mscoco,Snow skiers at the base of the mountain slope.,63244,
413685,mscoco,A man who is standing by a sign that says lost children.,66746,
53965,mscoco,A pink bedspread is featured in this bedroom.,94541,
148830,mscoco,The plate with many compartments has two orange bowls with food in them.,9124,
99341,mscoco,A man standing on a patch of grass near a neon frisbee.,24456,
94823,mscoco,A brown dog laying next to a bottle of wine,74165,
353509,mscoco,a person that is on a horse in a field,28761,
189451,mscoco,A piece of cake left on a plate,25262,
211756,mscoco,"Red hot water cooker, bowl of fruit, bananas, cereal and a sliced orange sit on a white tile kitchen counter tip.",92693,
28874,mscoco,An adorable dog resting in a chair on a furry mat.,8810,
558640,mscoco,A red bowl full of vegetables sitting on a table.,3242,
235864,mscoco,A woman sitting next to a man on a bench.,60466,
420234,mscoco,A catcher kneels as a batter prepares for a pitch.,9584,
513181,mscoco,A ship sitting at port on the water front.,61004,
70254,mscoco,A green and yellow train traveling past a platform.,8889,
535536,mscoco,A female surfer rides the waves in the ocean.,88448,
211425,mscoco,A little girl wearing a pink jacket holding two ski poles.,26854,
30657,mscoco,A dog sits in the cab of a state pickup truck.,38277,
495090,mscoco,Food has been plated on two separate small trays.,1270,
498716,mscoco,Two cats laying near a vase and two candles.,63473,
165937,mscoco,Two green and white jetliners sitting on top of an airport runway.,13969,
262993,mscoco,A goat standing in front of a store next to a metal hook.,10083,
279716,mscoco,A bunch of surfers carrying their boards into the ocean.,14477,
38357,mscoco,Two busses on street next to cars with buildings in the background.,36791,
67255,mscoco,A red stop sign sitting above a four way sign.,10202,
338847,mscoco,A young girl wearing a red tie is adjusting her glasses.,85290,
181518,mscoco,a red stop sign at a downtown area intersection,66927,
36077,mscoco,A person drives a bus on a busy road.,76522,
432276,mscoco,A dog sitting in the back of a truck under a blue umbrella.,47592,
409119,mscoco,A large plane with people alighting at the airport,57450,
560361,mscoco,People standing on the backs of elephants that are standing in the river.,1361,
448263,mscoco,A baseball player kneeling to speak to a child,15696,
156606,mscoco,A sign for a dancing club is hanging from a building.,51593,
431257,mscoco,A large model railroad landscape with trains on it,59367,
246233,mscoco,A massive wooden ship beached on snow covered ground.,18637,
125870,mscoco,An airport filled with large passenger jets parked next to each other.,9902,
281448,mscoco,Two sheep standing next to each other on a grass field.,78824,
502163,mscoco,A man tries to take another man's Frisbee.,27861,
436968,mscoco,A blue new motorcycle being shown off in a lot,51716,
68852,mscoco,An old car in a parking lot with a surfboard strapped to the top,40580,
121748,mscoco,Two young boys eating carrots while sitting on a bed.,6386,
129062,mscoco,A hotdog stand with outside seating and bright lights.,90990,
404801,mscoco,Many brown cows are seen walking in a grassy field.,60811,
260094,mscoco,a jet airplane sitting on a runway next to a building,47186,
2154,mscoco,A grocery cart filled with clothing and sheets sits next to some boxes under a tree on the sidewalk of a city street near a bench.,7835,
316183,mscoco,A person with an umbrella is standing by a fountain.,43145,
182755,mscoco,There are three monitors and a laptop on the desk.,65322,
196754,mscoco,There is a stop sign outside of a bus window.,18802,
335644,mscoco,a man kneeling down a tennis court holding a racquet.,6945,
569414,mscoco,Boy in purple shirt holding a tennis rack on tennis court.,1567,
549220,mscoco,A dog on a leash trying to ride a skateboard.,20933,
92795,mscoco,a cat is sitting on a wooden bench outside,14212,
264330,mscoco,A car with the nose of a shark eating a teddy,20560,
322610,mscoco,A woman walking past a shop filled with merchandise.,51153,
180329,mscoco,A yellow tax sitting next to a car with lots of yellow bananas.,54673,
73045,mscoco,A pile of assorted donuts and pastries for sale,65711,
453065,mscoco,A woman watching TV with an arm reaching from under the couch.,42329,
296797,mscoco,A crowd of people boarding a trolly on a city street.,54596,
331455,mscoco,A bird is flying next to a ship in the ocean.,94514,
256481,mscoco,Three cats that are sitting in a window.,35288,
477025,mscoco,a man in glasses and a tie is smiling,77103,
330316,mscoco,The train on some railroad tracks next to a platform.,7016,
441442,mscoco,A professional rider is riding a horse outside,16870,
411665,mscoco,A cat playing with it's reflection in a mirror.,341,
464178,mscoco,Two giraffes are in a fenced in area that has a few sparse trees near it.,32132,
22236,mscoco,A double decker bus sitting in front of a bus stop.,10007,
253624,mscoco,A grey black and white cat laying in a chair.,58546,
525058,mscoco,A group of people walking across a street near tall buildings.,58604,
37907,mscoco,a cat on top of different kinds of electronics,7332,
382671,mscoco,Animals crossing beach with cloudy blue sky and lake in background,75843,
457491,mscoco,A fast train crossing over a small bridge.,19122,
576820,mscoco,A line of people checking in their luggage at an airport.,31090,
235491,mscoco,A city street with a sign that says fun,72743,
551966,mscoco,A man sits on a bench and stares into the distance.,37783,
331180,mscoco,"A person sitting on a bed wearing a hat, tie, shirt and stockings.",43009,
8853,mscoco,A man riding skis down a snow covered slope.,9656,
522425,mscoco,A person in front of a mirror with a toothbrush.,5778,
225129,mscoco,A wooden table with many types of animals.,79344,
544794,mscoco,The piece of pizza is ready to be eaten.,53856,
270810,mscoco,A long train traveling past passengers on a platform.,52327,
368602,mscoco,A man is water skiing behind a motorboat.,612,
130651,mscoco,Two benches sit in front of a large store.,49975,
312772,mscoco,A group of young people riding snow boards down a snow covered hillside.,67237,
388085,mscoco,people crossing a city street in the rain,17286,
513971,mscoco,A cat is sitting outside on the ledge of a window.,44556,
411908,mscoco,Indians ride tandem on a motorcycle through a busy street.,66836,
61794,mscoco,A medium sized dog is lying inside an open suitcase.,66590,
1584,mscoco,"The red, double decker bus is driving past other buses.",66783,
390083,mscoco,A sidewalk sitting along side of a building at night.,4053,
227657,mscoco,This little Korean truck is carrying soft drink bottles.,83728,
3947,mscoco,Many sheep are grazing in the green field.,95709,
318099,mscoco,A nest filled with baby birds crying for their mother.,16523,
209930,mscoco,Sky view of a baseball field and scoreboard.,84176,
367953,mscoco,a woman in the street holding a large opened umbrella,28693,
107216,mscoco,The water the boat is in is reflecting the sun.,88531,
263866,mscoco,A train is being driven down the railroad tracks.,43353,
76547,mscoco,the man is working on his laptop while he waits for the train.,9407,
386584,mscoco,A bathroom with a white toilet next to a sink.,32773,
129699,mscoco,Upward view of street sign and traffic light in front of office building.,55472,
333058,mscoco,People board a plane in the middle of the rain.,5273,
526704,mscoco,This is a giraffe standing in an enclosure.,56318,
86133,mscoco,A close-up of the top of a fire hydrant with a train in the background.,35926,
562632,mscoco,A group of men is standing on a sidewalk with buses nearby.,23913,
572388,mscoco,A toy smiley face in the middle of a doughnut.,22755,
171546,mscoco,Blonde haired boy doing a jump while riding a skate board.,93452,
434993,mscoco,A man grinds a rail on his skateboard.,57309,
16995,mscoco,A giraffe walks leisurely through the tall grass.,92274,
65288,mscoco,A yellow and green object with a brown bird perched on top of it.,55148,
201918,mscoco,A black cat is scared by a large dog.,41173,
321705,mscoco,A herd of sheep standing on top of a lush green field grazing.,10140,
420827,mscoco,A group of firefighters near fire engines parked on a street.,55668,
22004,mscoco,A man balancing on a skateboard in front of a graffiti covered wall.,76101,
453708,mscoco,A person carrying a crate on their shoulder that is full of bananas.,85885,
32656,mscoco,A birthday cake with a knife in it,2289,
507668,mscoco,Zebras crane their necks as they stand in a group in the desert.,52715,
118607,mscoco,A wooden table topped with four white bowls.,32963,
165009,mscoco,a man and woman stand next to a wedding cake,33043,
82375,mscoco,a couple of zebras are standing in a field,20463,
417588,mscoco,A multi colored parking meter sitting in front of a stairway.,73826,
13004,mscoco,a banana is laying on a small plate,9871,
464098,mscoco,An escalator sitting inside of building with lots of luggage.,8319,
557329,mscoco,A bird is perched on a branch in a tree.,86441,
107177,mscoco,A mama and a baby duck are swimming in the water.,75477,
346759,mscoco,A red and white plane is sitting on the runway.,96711,
80337,mscoco,The man is holding up  fresh green bananas,3163,
382629,mscoco,Two wire racks filled with donuts and donut holes.,46639,
492817,mscoco,A young elephant by a pool of water in a zoo enclosure.,22903,
514690,mscoco,"A horse standing by a bucket, in the entrance way to a stone tunnel.",44064,
141524,mscoco,A small brown dog sitting next to a rabbit eating a carrot.,17080,
231240,mscoco,A person riding a skate board in the street holding a flag.,5212,
491449,mscoco,a man riding a wave with his surfboard with the wave covering him,60840,
147762,mscoco,A white plate topped with a chocolate cake and a lemon wedge.,92621,
117719,mscoco,A man changes a light bulb in a darkened bar.,30601,
7977,mscoco,A young man performing tricks on a skateboard.,27201,
331727,mscoco,A person riding skis down a snow covered slope.,23983,
328084,mscoco,A sign for the Public Car Park entrance,43116,
28532,mscoco,A soldier hanging form the side of an army transport truck.,29937,
394251,mscoco,A fleet of semi trucks driving through orange traffic cones.,748,
62510,mscoco,A small kitchen has a stove and a blender.,78454,
138954,mscoco,A white plate on top of a table topped with fruits and vegetables.,96680,
202476,mscoco,A man in a yellow shirt and grey shorts playing tennis.,36669,
155035,mscoco,The three giraffe stand next to a pile of logs.,47247,
529187,mscoco,A mama and baby giraffe are standing close to one another.,9202,
86001,mscoco,A batter is swinging his bat while a catcher squats behind him.,62232,
333737,mscoco,A man with a white umbrella posing with some foliage.,4215,
333130,mscoco,this is trains passing each other on the tracks,6207,
328797,mscoco,A kitchen with lots of dishes and appliances next to cooking utensils.,93015,
151432,mscoco,a bird walking on the beach in front of the surf,8648,
156620,mscoco,A woman is admiring a mans little dog.,25346,
155488,mscoco,A small town grocery store beside a road.,84205,
91416,mscoco,A cook standing in a professional kitchen preparing food.,45489,
165686,mscoco,"Plates of steak, vegetables, potatoes and bread are on a table.",84664,
506950,mscoco,a group of people are moving along a pathway while on skis.,22284,
520209,mscoco,A person cross country skiing on a road.,73226,
71281,mscoco,some black and white sheep a fence dirt and grass,37067,
254864,mscoco,A fire hydrant sitting on the side of a city street.,47386,
2299,mscoco,Many small children are posing together in the black and white photo.,86386,
480075,mscoco,A green and blue bus stopped to discharge passengers.,5118,
324421,mscoco,A flock of pink flamingos stand with their heads resting on their backs.,92608,
69356,mscoco,A woman standing in front of a fruit stand.,50870,
283,mscoco,A bottle on wine next to a glass of wine.,46441,
480225,mscoco,A crowded city street filled with traffic at night.,41265,
237928,mscoco,"This kitchen has a black stove, stainless steel refrigerator and white cupboards.",68196,
129756,mscoco,A man that is standing in the grass near animals.,56805,
556498,mscoco,Two black signs that are on the side of a pole.,76301,
533548,mscoco,A man wearing a red jacket sitting at a desk.,73604,
437373,mscoco,A group of people on the street with umbrellas.,36052,
246076,mscoco,A large dog sitting at the foot of a couch.,91909,
386589,mscoco,A person riding a brown horse through a green pasture.,42166,
535721,mscoco,A batch of bannas is siting next to a jar.,25608,
578485,mscoco,A empty living room with hard wood flooring.,74475,
84270,mscoco,A crowded airport filled with people carrying luggage.,26579,
568502,mscoco,A man smiling near the seat of a toilet.,83445,
408818,mscoco,A red caboose with a man hanging off the back of it.,36209,
260232,mscoco,A traffic light on a table with a checkered cloth.,41018,
78032,mscoco,Benches on a paved deck overlooking a waterway,97351,
199540,mscoco,A women holding up a very large pair of scissors .,18279,
183833,mscoco,A red stop sign over a yellow pedestrian crossing sign.,73811,
5178,mscoco,this is a man riding a horse oin the dirt,19528,
558114,mscoco,Basketball players walking on court with coach in wearing dark suit.,96088,
490741,mscoco,Seven giraffe are standing around a bush in a field.,47740,
576369,mscoco,A cup of coffee sitting in front of a keyboard.,46786,
211498,mscoco,A plate with a food entree on top is shown.,65411,
466789,mscoco,A cay laying on a brick walkway next to a person holding an umbrella.,67436,
392391,mscoco,Two people in a park who are playing frisbee.,89570,
26174,mscoco,A lone zebra stands with some trees in the background.,69448,
101088,mscoco,A group of people standing outside of a small airplane.,10686,
453452,mscoco,A white and grey bird in tree with green leaves.,87681,
241559,mscoco,Large signs are suspended from the buildings above the city street.,96281,
362092,mscoco,A bus parked on top of a red bus.,75582,
295308,mscoco,A middle aged man skateboards on the bottom of a skateboarding structure.,76369,
50493,mscoco,a couple of people walking with their surfboards at the beach,81078,
436350,mscoco,a person standing next to a school bus,32874,
478120,mscoco,An ANA airplane as it is taking off.,28525,
39150,mscoco,A picture of different types of herbs and vegetables available from the CSA.,13528,
316019,mscoco,a mattress with a maroon sheet inside a tent.,13589,
384036,mscoco,a group of urinals is near the trees,23001,
553788,mscoco,there is a woman laying in a bed using a lap top,59919,
524637,mscoco,there is a white toilet and tile floors in the bathroom,18680,
571636,mscoco,A man is in a truck open on the sides.,7422,
154028,mscoco,The animals are grazing and eating in the grass.,23939,
99269,mscoco,Miniature fruit and chocolate chip cookies are ready for the doll house occupants.,98190,
125755,mscoco,A tray of cupcakes is set on top of a kitchen counter.,64136,
502998,mscoco,A person riding skis down a snow covered slope.,21254,
434634,mscoco,A pizza topped with cheese and pepperoni with veggies.,99342,
133087,mscoco,Night time view of empty streets in commercial district.,99501,
155356,mscoco,A train station with three trains and men waiting to board.,13476,
91283,mscoco,An SUV with pennants and decals supporting a sports team,11974,
424933,mscoco,A group of little boys playing a game of softball.,19888,
322361,mscoco,People that are on the beach by some horses.,11359,
18336,mscoco,A little girl taking a bite out of a apple.,39454,
389445,mscoco,A bathroom showing a necklace rack and toiletries grouped on the sink,29483,
2006,mscoco,a big purple bus parked in a parking spot,99495,
38701,mscoco,A large golden cake is on a cooling rack.,62010,
114855,mscoco,A street sign showing a person walking with a child and a bike sits on the sit of the road.,14504,
327255,mscoco,A man riding a snowboard across a snow covered slope.,60918,
71239,mscoco,A motorcycle sits in a graveled area with a steep hill in the background.,90535,
338941,mscoco,A large circular building with a bridge connecting it,31797,
109600,mscoco,A person sitting next to a toilet that is sitting on a sidewalk and filled with papers.,30292,
385222,mscoco,A young man wearing a ring adjusting his tie,1046,
241113,mscoco,A yellow and green checkered motorcycle parked in front of a store window.,88919,
326937,mscoco,A small black dog watching a flat screen TV.,39507,
125547,mscoco,a fancy white train parked by the platform,39572,
477526,mscoco,a train moving along the track on a hillside near a mountain,75102,
38186,mscoco,A truck that is next to a curb with coin meters.,11746,
57232,mscoco,Old baseball bats are turned into a seat.,36513,
508230,mscoco,People in matching shirts standing under umbrellas in the sun,99289,
169169,mscoco,"A banner in a metropolitan area reading ""spring in the city"".",11385,
148792,mscoco,A line of wagons with vendors selling fruit.,68363,
304305,mscoco,A mother and son elephant walking through a green grass field.,4514,
222195,mscoco,A cay laying on top of a blue couch arm next to a wall.,98780,
240655,mscoco,A person on a skateboard doing a trick on a table.,45152,
215554,mscoco,A black and white dog laying next to a teddy bear.,92306,
56426,mscoco,A modern sink is on top of a bathroom counter top.,45282,
396204,mscoco,Clouds can be seen beyond the wing of the plane.,24993,
178535,mscoco,An athlete jumping up on a court field.,14613,
82673,mscoco,A small car is parked in front of a scooter,64740,
54712,mscoco,a guy gliding down the road on a skateboard,64335,
565230,mscoco,two airplanes sitting on the air field another going down the runway,31520,
102532,mscoco,Some kids are playing in a baseball game,26207,
159742,mscoco,a giraffe is standing by a tree line,45798,
528980,mscoco,A windblown inverted umbrella mounted on a pole with city buildings behind.,38405,
102609,mscoco,"A computer, keyboard and mouse sitting on a desk.",70494,
256091,mscoco,A group of zebras standing around in the desert.,94374,
102665,mscoco,A family of giraffes standing next to a pile of logs.,83300,
575755,mscoco,A sandwich is shown on top of a plate.,60969,
527476,mscoco,Man in hat standing in front of a blue train engine.,61551,
523245,mscoco,A man is riding on a cart led by two cattle.,78686,
222811,mscoco,An open window with a bench next to it,40641,
209239,mscoco,A tasteful white and beige bathroom features and oval sink and large mirror.,57766,
443053,mscoco,a young person riding a surf board on a wave,37726,
170194,mscoco,A single rail kart not moving on the tracks.,94477,
359937,mscoco,A double decker bus is parked in the parking lot.,88646,
106624,mscoco,Three people riding on horseback by the beach with a dog following.,40621,
223574,mscoco,Emergency vehicles are on the scene of the accident.,59673,
229317,mscoco,Two people on motorcycles are at an intersection in a rural area.,69510,
4742,mscoco,A man on a surfboard riding an ocean wave.,51665,
434804,mscoco,Four giraffes are standing inside a pen with the gate open,76690,
303685,mscoco,A street vendor with ties hanging from a rod,31902,
564127,mscoco,Toilet with a black lid and rolls of toilet tissue in a bathroom,51857,
160661,mscoco,A bird on top of a large clock.,59420,
309100,mscoco,Three zebras and other wild animals out in a semi-green field.,94960,
236148,mscoco,An older man backing up a truck with a bicycle in it's flat bed.,24012,
344268,mscoco,obama delivers a speech photoshopped with the ussr flag,22355,
329080,mscoco,Messy bed next to bed with clothes on it in bright room.,96797,
89329,mscoco,The motorcycle racer leans down to the road while making a turn.,92263,
455395,mscoco,A styrofoam container has beans and rice and carrots in it.,86532,
262113,mscoco,A pile of blood oranges sitting on display in a store.,91140,
255279,mscoco,A motorcycle parked in a parking lot next to a car.,31588,
546160,mscoco,"An elderly woman wrapped in a shawl walks by, gripping the shoulder strap of her bag.",34805,
119748,mscoco,cars wait at red light at an intersection by mountains,79438,
282366,mscoco,a city bus drives down a street next to a building,84063,
574138,mscoco,A chef preparing food in a kitchen on a platter.,12607,
554607,mscoco,Hotdogs are cooking on a roaster with condiments arranged alongside.,84097,
126671,mscoco,a tiled bathroom with a toilet and bathtub inside of it,35030,
175863,mscoco,A man standing on a skateboard in the middle of the street,92800,
446206,mscoco,There is a train and bus in the cityscape.,63316,
524536,mscoco,a man wearing a red tie holding it up to show people.,81006,
135976,mscoco,Laptop and mouse sits on desk in front of computer monitor,41575,
178796,mscoco,A small baby giraffe sitting on concrete next to an older adult giraffe.,50843,
212647,mscoco,A person riding on a pretty horse by a big white fence.,79977,
164583,mscoco,A bend sitting in a park along a dirt road.,99043,
302318,mscoco,People are sitting on the sidewalk and relaxing by the river.,1964,
341227,mscoco,A bear that is standing in the grass.,97835,
347453,mscoco,all the vehicles in this town are red,65879,
447169,mscoco,A crowded kitchen that is cluttered and messy.,29678,
13721,mscoco,A girl with blue socks sitting on a blue bench.,42900,
26323,mscoco,A herd of giraffe walking across a grass covered field.,92179,
577521,mscoco,A white toilet and a sink in a bathroom.,43297,
417465,mscoco,An adult black bear let's his long tongue protrude.,26347,
118852,mscoco,A couple of kites are flying in the sky,15520,
575904,mscoco,a man using a cross walk to cross a street,46517,
94651,mscoco,A couple of cats standing on top of a desk.,13750,
22628,mscoco,a person holding a surf board on a beach,6766,
542079,mscoco,A bus traveling down a road next to a bus stop.,60916,
59295,mscoco,An elephant at a zoo standing before a wire fence.,24335,
85795,mscoco,A young girl sits inside of a luggage bag.,69541,
235124,mscoco,A stone and sand area leading to a slope with stone and grass terrain.,57160,
505638,mscoco,A steam engine train traveling down train tracks.,7367,
481113,mscoco,A man sleeping on a navy blue pillow with a TV monitor in place of his head.,77884,
509807,mscoco,A kitchen counter with dishes dryin g on the stove,25501,
161962,mscoco,A picture of a building and some grass.,399,
66413,mscoco,a cat sleeping on the floor with a little toy,30531,
31699,mscoco,A man kneeling over a white surfboard on the flatbed of a truck.,95689,
21060,mscoco,"The computer desk has a small pad of notes, and an mp3 player on it.",53143,
370462,mscoco,A ski resort that has a couple people outside.,97940,
512320,mscoco,A man with a backpack on one ski at the top of a ski lift.,36557,
327314,mscoco,A motorcycle sits on a sidewalk near a building,15106,
375490,mscoco,A kid in wetsuit on surfboard in the ocean.,60240,
302290,mscoco,A small child is holding a toy at the park.,97329,
125472,mscoco,A man flying through the air while riding a skateboard.,94690,
468162,mscoco,A living room scene is shown with a man sleeping.,67634,
35738,mscoco,A man wearing only a tie standing next to a lamp.,60429,
287994,mscoco,Two planes next to one another on damp airport road,29579,
242297,mscoco,A dog in a red shirt holding a red frisbee in its mouth.,61227,
12943,mscoco,A desk topped with a laptop computer and speakers.,16271,
102644,mscoco,A white toilet sitting in a bathroom next to a shower.,74084,
461774,mscoco,A herd of zebra walking across a lush green field.,2759,
138040,mscoco,A PICTURE OF PEOPLE GETTING OFF OF A WHITE BUS,12315,
123932,mscoco,Small bird standing on rope near open ocean.,67294,
515022,mscoco,A red and yellow train on the train tracks.,86491,
479723,mscoco,A couple of young beautiful women holding umbrellas.,35654,
154202,mscoco,Several different types of electronics sprawled out on a bed.,77618,
104629,mscoco,A group of people riding on the back of a boat in the water.,60744,
394941,mscoco,A man riding a paddle board in the middle of a lake.,78839,
484434,mscoco,many people standing together holding open umbrellas,93199,
243355,mscoco,a zebra looks at the grass at a zoo,66399,
238272,mscoco,Two large elephants wander the wilderness under a cloudy sky.,82548,
124647,mscoco,A young boy in a helmet with other boys on skateboards behind him.,59438,
551957,mscoco,A young man does a kick flip outside,19003,
325239,mscoco,a woman in the kitchen cooking some food,92681,
428116,mscoco,A small white dog hanging its head out the side of a window.,89459,
137993,mscoco,bridge spanning over the width of a river next to a city.,99045,
288584,mscoco,A person dressed as a giraffe carrying a bullhorn.,91607,
181237,mscoco,The tiny bird is sitting on the rooftop statue.,14135,
525420,mscoco,A bathtub is beneath a torn down wall.,65821,
564109,mscoco,A group of giraffe standing next to each other on a field.,83925,
467887,mscoco,A man uses his computer while sitting at a desk.,3710,
35076,mscoco,A woman holding a blue umbrella while she walks beside other two women.,5988,
546067,mscoco,A family riding on the back of an elephant across a field.,31712,
399510,mscoco,A person that is holding some food in her hand.,86044,
366493,mscoco,a close up of sliced apple with a blurry background,25956,
240175,mscoco,A white bath tub sitting next to a sink in a bathroom.,13057,
391637,mscoco,A motor bike parked in front of a building with a cover on it,12123,
21338,mscoco,An elephant walks through the grass of a field.,56344,
176697,mscoco,A dog sticking it's nose out of a crack in a window.,54555,
203257,mscoco,A group of three buses driving down a highway.,41860,
188873,mscoco,A man squatting in front of a garbage can while another watches.,7003,
179954,mscoco,A black and white cat sleeping next to a persons legs.,16085,
343552,mscoco,A cat on a table with a computer mouse.,40114,
465180,mscoco,People with elephants doing various activities in a river.,7306,
185160,mscoco,A lone bird contemplates life while resting on top of a mound.,11861,
307658,mscoco,A brown fuzzy bear standing in front of a leaf filled tree.,49068,
560851,mscoco,Three people and two surfboards on the beach,9998,
523526,mscoco,A desktop computer monitor on a white desk next to books.,21239,
94922,mscoco,an image of a man with a dog on his back,55511,
529355,mscoco,Two women that are sitting on a bus.,59270,
103499,mscoco,A person with a parasol is walking on a crosswalk.,5337,
422670,mscoco,A small child is reaching for the camera.,94355,
194756,mscoco,A man driving a boat down a river next to shore.,341,
554900,mscoco,a close up of a toilet with tiled walls,60724,
436936,mscoco,A black animal walking around a green forest.,46203,
573686,mscoco,A couple of women standing next to each other holding skis.,7250,
76588,mscoco,A siamese cat laying on top of a white sink.,69471,
41110,mscoco,A little boy drinking out of a bottle.,73712,
59660,mscoco,A busy street covered in various traffic signs and advertisements.,7321,
215024,mscoco,A boat in the sea near the city,83574,
92963,mscoco,An airplane on a runway with snow on it.,449,
222635,mscoco,"A living area with a fireplace, television and atlas on wall.",78183,
136680,mscoco,A woman sitting on a toilet wearing pink shoes.,40418,
572178,mscoco,A passenger train that is pulling into the station.,23215,
94795,mscoco,A dog sitting on a sandy beach next to the ocean.,41568,
522622,mscoco,A group of young children running on a field.,53518,
353518,mscoco,A fleet of ships docked on a sandy beach.,26442,
292301,mscoco,A table with a coffee and a salad on it.,26843,
316795,mscoco,A man in black leading an all white horse,23582,
573571,mscoco,"a skier, dressed warmly slides down a slope.",10356,
110601,mscoco,A bathroom sink sitting next to a white toilet.,25999,
223766,mscoco,A barn with a large American flag on the side of it.,20052,
164788,mscoco,A fancy birthday cake made to look like 3 pigs in the mud,95901,
397274,mscoco,People with umbrellas walking down a street on a rainy day.,89787,
460183,mscoco,A person slicing up a bunt cake on top of a table.,83330,
39860,mscoco,Surfer in green suit riding breaking wave in open ocean.,7519,
370331,mscoco,a young man on a skate board doing a trick,11242,
108193,mscoco,some pieces of pizza sits on a pizza trey,41258,
477750,mscoco,Large special saddles are used while riding elephants.,51857,
429839,mscoco,A bird perched on a metal bar next to the sea,37103,
53454,mscoco,A fighter jet flying through a blue sky with smoke behind it.,91127,
381842,mscoco,A green street sign hanging from a metal pole.,57105,
444386,mscoco,A man standing next to a woman inside of a donut shop.,4542,
150649,mscoco,Different views of a man who is skateboarding.,93905,
202843,mscoco,a man with a hat throwing a baseball,62529,
285291,mscoco,A young lady riding skis down a snow covered slope.,51004,
407259,mscoco,Men in uniform watching two other men in uniform cut a cake.,14488,
125245,mscoco,closeup of an aquarium full of water and fish,32174,
355040,mscoco,a group of motorcycles next to each other in front of an advertisement,72360,
24805,mscoco,A panda bear with its hand to its mouth.,17561,
468612,mscoco,A  young man tossing a white frisbee.,58535,
468487,mscoco,A woman who is holding her little dog.,34597,
188592,mscoco,A child in green pants is eating an apple.,19483,
303814,mscoco,A man smiles while throwing a frisbee.,94082,
393647,mscoco,a large bus is up by the side of a curb,8385,
335450,mscoco,Two brown ponies in grassy field next to a fence.,93676,
432179,mscoco,there are any trains that are seen on the tracks,57872,
484296,mscoco,Two zebras in a forest between many trees.,90072,
31984,mscoco,A model standing next to a scooter in the middle of a room of people,61883,
94610,mscoco,A sidewalk lined with parked cars next to tall buildings.,30662,
580248,mscoco,Two surfers with their heads disguised at Joe Biden and President Obama hold a surfboard,6963,
145480,mscoco,a parking meter with a pink candle on top of it,67195,
83602,mscoco,a yellow and black train is on some tracks,88883,
125651,mscoco,A man standing behind a car next to a tent.,53680,
405580,mscoco,This is a black and white photo but the bananas are in color,7481,
260896,mscoco,A black bear with a white marking on its chest.,70797,
171805,mscoco,A young man standing in front of a zebra in an enclosure.,18707,
160456,mscoco,A woman standing next to two parked motorcycles and a child.,359,
380343,mscoco,Bananas are growing amongst thick tropical plants and flowers.,66734,
184945,mscoco,a row of parked bicycles and motor cycles,80141,
577373,mscoco,Two people run across the field while playing with a Frisbee.,67965,
473415,mscoco,a few boats that are floating down some water,44223,
94422,mscoco,A baseball player swinging a bat near home base.,82055,
551358,mscoco,A bed in a redroom next to a door with windows.,84979,
34141,mscoco,A giraffe stands among some trees and looks toward the camera.,71308,
507143,mscoco,A parked motorcycle sitting next to a white brick wall.,43359,
498804,mscoco,A tower of a building that has a clock on it.,3247,
301201,mscoco,A collection of books and knick-knacks on shelves.,79038,
518530,mscoco,Stop sign placed in the middle of a single roads curve.,24017,
383397,mscoco,A woman is sitting on a cinder block next to a trailer.,72688,
35671,mscoco,A cow and a person on a horse in the dirt.,55004,
484760,mscoco,A statue of the virgin Mary holding an orb of light.,29946,
7722,mscoco,A cat lying in a white sink in the bathroom.,52482,
81766,mscoco,A large black dog with long hair standing on steps.,63549,
209664,mscoco,A person walking along a dock holding an umbrella.,66219,
280710,mscoco,A group of people walking down a city street near a bus.,77936,
103491,mscoco,The man is skiing alone on the snow,69097,
524247,mscoco,Zebras and rhinos grazing together at the zoo.,48953,
435910,mscoco,A person is walking with a surfboard outside,23931,
567013,mscoco,a bus on a city street next to a traffic light,76318,
227218,mscoco,A black and white cat is near a little dead bird on the sidewalk.,4619,
372252,mscoco,The zebras are eating grass in the fence.,46171,
370689,mscoco,"A small dinner table with chairs, a pouring picture and a mirror above it.",76475,
117396,mscoco,A portable bathroom has a gray plastic urinal.,30083,
507950,mscoco,Several cows in a field with a train passing in the background.,57707,
6473,mscoco,A birthday cake fashioned to look like a beach with surfboard and palm trees.,87626,
86472,mscoco,A white passenger train traveling down train tracks.,97320,
59386,mscoco,A group of giraffes stand together feeding on leaves in a large park.,39025,
281315,mscoco,A group of people that are standing in the grass.,31625,
200089,mscoco,Several boats docked in a beautiful city harbor.,95934,
92648,mscoco,A town square is full of people riding their bikes and skateboarding.,57571,
