case_number,source,prompt,evaluation_seed,coco_id
5579,coco-30k,a bathroom view of a tiolet and sink ,55060,321706
5580,coco-30k,A white sink sitting under a mirror next to a toilet.,43390,331096
5581,coco-30k,Three people sit on a bench looking out over the water. ,19706,227736
5582,coco-30k,A person on a bike is next to a train on the tracks. ,89129,131581
5583,coco-30k,A very tall clock tower sitting above a building.,95867,513497
5584,coco-30k,Road is littered with old cars and some wrecked trucks with a lone red and white stop sign at a grassy lot ,82612,222094
5585,coco-30k,An intersection with cars is pictured in this image.,30250,216790
5586,coco-30k,A bicycle sits parked in front of a bookstore.,11142,535808
5587,coco-30k,A mirror shows another light in a background of a wonderful bathroom,29041,570586
5588,coco-30k,"A kitchen with a stove, table, cabinets, and other items ",29393,108212
5589,coco-30k,"A bathroom with sink, toilet, and bathtub and black and white floor tiles.",70250,350799
5590,coco-30k,A stop sign sits in front of a billboard in a quiet area.,39069,27755
5591,coco-30k,A view of a kitchen with a burner top stove.,98578,55066
5592,coco-30k,a black toilet some toilet paper and brown tiles,58436,156533
5593,coco-30k,A TV sitting on top of a counter inside of a store.,57975,43243
5594,coco-30k,A view of a sign that leads to Brooklyn and Queens.,55380,178982
5595,coco-30k,A man and a woman looking at cell phones.,98142,483374
5596,coco-30k,A man riding on the back of a motorcycle.,76490,546976
5597,coco-30k,a bathroom with a both a toilet and bidet,66768,59920
5598,coco-30k,"A kitchen with two stoves, an island, and appliances.",87158,175364
5599,coco-30k,The plane is taking off into the yellow sky.,7390,480223
5600,coco-30k,A woman is seen in the rear view mirror of a motorcycle.,95433,345560
5601,coco-30k,Person riding a four wheeler on a beach towards a bridge.,3895,495519
5602,coco-30k,A man walking around with his dog and sheep.,48060,550013
5603,coco-30k,there are two cats that are laying inside of a tub,64636,127854
5604,coco-30k,there is a small dog that is looking threw the glass,70116,151537
5605,coco-30k,A man taking a picture of himself in front of three huge beer bottles,2576,235839
5606,coco-30k,this is a bathroom that has a sink and toilet,9618,62423
5607,coco-30k,A PICTURE OF ALL WHITE IN A BATHROOM ,90308,563175
5608,coco-30k,this is a clock on top of a tower,1408,535997
5609,coco-30k,"this is a group of people standing near a river
",72047,353577
5610,coco-30k,A group of people standing around a kitchen preparing food.,57895,387696
5611,coco-30k,A lidless toilet is shown caked in dirt or other filth.,89397,284628
5612,coco-30k,A small white car with a small white dog riding in it.,54941,395230
5613,coco-30k,A group of people walking down a walkway.,50827,123360
5614,coco-30k,A man riding a motorcycle down a road near a forest.,60272,115363
5615,coco-30k,A herd of sheep grazing on a lush green hillside.,92068,92338
5616,coco-30k,A little girl holding a brown stuffed animal.,14934,543408
5617,coco-30k,this bathroom is very big and has lots of room,75115,421676
5618,coco-30k,Two people are looking at a truck while a dog is being walked.,82438,276719
5619,coco-30k,Several people are seen sitting around and smoking.,56112,491902
5620,coco-30k,Two people sitting on a motorcycle that parked on the road.,10647,349437
5621,coco-30k,this woman is getting juice from a fruit,95441,162454
5622,coco-30k,some peeled oranges sitting in a clear blender,51214,158333
5623,coco-30k,A kite flying in the sky on a cloudy day.,32576,470370
5624,coco-30k,A group of people are standing in the snow on skis.,84132,71602
5625,coco-30k,a bathroom with towels under a sink and a big mirror above it,6161,257327
5626,coco-30k,A large jetliner sitting on top of an airport runway.,76399,578591
5627,coco-30k,A red bus parked next to a crowd of people.,13003,316063
5628,coco-30k,A daytime view of a messy kitchen corner.,48791,275197
5629,coco-30k,A man riding a red scooter down the street.,76,278435
5630,coco-30k,An old toilet outside against an old painted wall.,81345,379529
5631,coco-30k,A woman with her hand on the seat of an automatic toilet in a display.,23767,371529
5632,coco-30k,A kitchen counter top with a white bowl sitting next to another white bowl.,78827,316008
5633,coco-30k,A group of men standing around a luggage cart.,78012,401330
5634,coco-30k,a person in a bathroom having a reflection in the mirror,28269,186074
5635,coco-30k,a cat sitting in a sink with its eyes open,70934,185773
5636,coco-30k,a sink in a bathroom with a shaver and personal hygeine items on the counter top,24441,328255
5637,coco-30k,a street with people and vehicles in the middle of it,63387,83935
5638,coco-30k,a room showing a wooden table and a capboard,11742,463134
5639,coco-30k,a group of vehicles parked next to a firehydrant,96998,301634
5640,coco-30k,a motor bike carrying very many people on the street,14926,46077
5641,coco-30k,Toilet in a bathroom in an international location with a basket.,83500,242073
5642,coco-30k,Group of horses in a field with a pinto in the foreground.,11425,578902
5643,coco-30k,a man standing in a bathroom looking into a mirror,52494,370233
5644,coco-30k,A black and white still life of a branch with flowers in a vase,95412,56443
5645,coco-30k,A bike behind a rail for safety on a train ride.,4150,135670
5646,coco-30k,Colorful lights reflect off the items inside this bathroom stall,88672,560279
5647,coco-30k,A bathroom with outdated fixtures and a clothes hamper in the middle of the floor.,97153,474003
5648,coco-30k,A minimalist room features white appliances and beige walls.,75019,428041
5649,coco-30k,Pink bike sits on a guard rail by the river.,38342,240918
5650,coco-30k,"A bathroom with a white toilet, tub, and tile floor.",1532,298452
5651,coco-30k,a rome with rose flowers and a sink ,64537,223789
5652,coco-30k,a bath room with its door open and light on,27877,483179
5653,coco-30k,Motorcycles parked in a row in the street. ,19307,580975
5654,coco-30k,a man on a motorcycle that is in some grass,44315,147979
5655,coco-30k,"A couple of dead, stuffed giraffe on display.",98679,258402
5656,coco-30k,A man sitting on top of a bench with a newspaper.,30435,16249
5657,coco-30k,A green and blue motorcycle parked on the side of a road.,94346,385428
5658,coco-30k,A very simple bathroom with beige and cream colored decor.,60925,397166
5659,coco-30k,a man that is riding a motorcycle on a road,92398,401068
5660,coco-30k,A man kneeling down in front of a refrigerator.,94975,425226
5661,coco-30k,A person is leaning low on their motorcycle on the tracks.,86480,578792
5662,coco-30k,Looking down on a stony surface shows a bowl with an orange in it and what looks like a large piece of red plastic.,47056,255950
5663,coco-30k,A road traveling along a field under a cloudy sky.,37183,168619
5664,coco-30k,A little girl is making a huge mess with a birthday cake. ,36935,505035
5665,coco-30k,a small little bathroom with a toilet in it,45314,110783
5666,coco-30k,A kitchen with tile back splash and stainless steel appliances.,1462,207196
5667,coco-30k,A large jetliner sitting on top of a tarmac.,91627,72776
5668,coco-30k,A group of police officer standing in front of a red bus.,27300,219928
5669,coco-30k,A woman holding two rainbow slices of cake.,63846,59547
5670,coco-30k,The clock on the side of the metal building is gold and black. ,29793,432017
5671,coco-30k,The motorcyclist has his hands at his side while riding swiftly down the road. ,54281,568107
5672,coco-30k,people riding bikes near a beach and others swimming,13503,163412
5673,coco-30k,A cat laying on the seat of a motorcycle ,58481,513585
5674,coco-30k,A woman sitting on a bench with cars behind her.,24479,35313
5675,coco-30k,A small baby bird on a piece of metal.,48766,269436
5676,coco-30k,a jet airliner wing that has two jet engines,90407,365623
5677,coco-30k,A man riding a bike down a dirt road.,96960,250730
5678,coco-30k,A white bath tub sitting under a window.,47915,363784
5679,coco-30k,A white toilet tin a bathroom sitting next to a sink.,44613,19817
5680,coco-30k,The motorcycle is tilting as he turns through a cave. ,87674,23741
5681,coco-30k,The show girl is posing on a blue motorcycle on display. ,93641,407602
5682,coco-30k,A small wooden toy car has an elephant sitting inside.,81754,266853
5683,coco-30k,Buses and cars on interstate going both ways. ,2425,210273
5684,coco-30k,Two messy toilet stalls with toilets where one lid is raised. ,39510,94858
5685,coco-30k,A large black counter top sitting next to a sink.,11876,165257
5686,coco-30k,A couple of airplanes sitting on top of a runway.,75704,268944
5687,coco-30k,A large jet flying through a cloudy blue sky.,82714,67608
5688,coco-30k,A christmas wreath is hanging from the door,62335,464296
5689,coco-30k,A bottle of wine sitting on top of a table next to a glass of wine.,11909,111032
5690,coco-30k,A dog sitting in front of an open door looking outside.,2190,96618
5691,coco-30k,A group of bikers parked in the middle of a street.,19064,147068
5692,coco-30k,A plane is on display near the water.,34915,107582
5693,coco-30k,A mans reflection in a side view mirror.,64555,154222
5694,coco-30k,there are two cats that are laying with each other,20748,402473
5695,coco-30k,a bunch of people in a kitchen getting food ready,99409,156320
5696,coco-30k,A bunch of airplanes are parked on the runway. ,57020,8888
5697,coco-30k,a black motorcycle is parked by the side of the road,96499,263828
5698,coco-30k,there is a cat that is drinking out of the toilet,11862,211042
5699,coco-30k,A bus stopped on the side of the road while people board it.,64861,192128
5700,coco-30k,A bunch of bicycles parked on the street with items sitting around them ,97863,118450
5701,coco-30k,A old television set is displaying an old computer game in front of two bookshelves.,36722,509260
5702,coco-30k,a dog with a plate of food on the ground,84590,68005
5703,coco-30k,A young man riding through the air on top of a skateboard.,86475,145831
5704,coco-30k,A man sitting at a table in front of bowls of spices.,35709,168355
5705,coco-30k,there is a bathroom that has a lot of things on the floor,41152,544597
5706,coco-30k,A passenger jet aircraft flying in the sky.,29552,134042
5707,coco-30k,A TV sitting on top of a wooden stand.,14492,347389
5708,coco-30k,a couple of people in uniforms are sitting together,77347,73622
5709,coco-30k,A group of giraffe standing around each other.,470,172004
5710,coco-30k,A man driving a luggage cart sitting on top of a runway.,90230,62915
5711,coco-30k,"A bathroom with a clear, shower door and a white toilet.",30367,436520
5712,coco-30k,A smiling man in a nice hat in a car.,83883,471641
5713,coco-30k,A man standing next to a white frisbee flying over a field.,98160,148128
5714,coco-30k,A kitchen counter top sitting next to a stove top oven.,90783,103538
5715,coco-30k,Some water that is reflecting a building near it.,19802,227460
5716,coco-30k,A cat puking into a white toilet on top of a bathroom floor.,83174,98302
5717,coco-30k,A very plain and undecorated bathroom with a sink and a toilet.,36132,443963
5718,coco-30k,Pair of dogs sitting on green towel in back seat of motor vehicle.,35212,364010
5719,coco-30k,A busy bus station with ramp going downstairs.,88137,350122
5720,coco-30k,An empty kitchen in a house with a window in the corner.,24172,343466
5721,coco-30k,a jetblue plane sits on the tarmac at an airport,70654,15709
5722,coco-30k,there is a glass vase with a cloudy liquid in it,1522,408143
5723,coco-30k,A plane with people watching it and people near it. ,78645,448288
5724,coco-30k,A bathroom has a light above the toilet.,53209,138124
5725,coco-30k,A bare kitchen in the midst of a paint job.,16787,55544
5726,coco-30k,Two giraffes on the grass in a fenced area.,59210,538465
5727,coco-30k,"A room with wooden slatted walls adorns two shower knobs, a trash can, a soap dish with soap and a sink.",46492,146730
5728,coco-30k,A white urinal mounted to a bathroom wall.,86817,256668
5729,coco-30k,some people riding some bikes right by some boats ,13704,360767
5730,coco-30k,A couple of toilets sitting in a  bathroom.,38209,496604
5731,coco-30k,A bathroom sink sitting under a bathroom mirror.,62480,167529
5732,coco-30k,there is a bike that is parked on a small bridge,19267,228436
5733,coco-30k,A man sitting on top of a toilet with a toy on his lap.,78819,32258
5734,coco-30k,The roll of toilet paper beside the toilet is empty. ,39769,555012
5735,coco-30k,A white toilet sitting under a bathroom mirror.,88256,421316
5736,coco-30k,A blue vehicle with a dog sitting in the driver's seat.,48786,354537
5737,coco-30k,A little girl that is standing near a toilet.,46562,427476
5738,coco-30k,a bunch of green bananas and some ripe bananas next to a coffee cup,7463,528176
5739,coco-30k,A horse standing in front of a fence outside of a building.,33520,97609
5740,coco-30k,A toilet that has its seat open with water in it.,87021,65889
5741,coco-30k,A group of people standing around each other.,70955,560890
5742,coco-30k,A large jetliner sitting on top of an airport tarmac.,3685,255096
5743,coco-30k,Kitchen of home with electric stove and wood oven.,42990,234277
5744,coco-30k,The authentic Midwestern kitchen has elements similar to a  pottery studio.,17190,289260
5745,coco-30k,A kitchen sink inside of a center island.,47445,277563
5746,coco-30k,Two people are cutting into a cake at a celebration.,55417,523217
5747,coco-30k,A vintage airplane with a nazi sign on the tail.,63680,192535
5748,coco-30k,A bike parked on a sidewalk near a street.,87877,203912
5749,coco-30k,A cat sitting in a bathroom sink under a  faucet.,7291,361621
5750,coco-30k,A large jet flying through a cloudy sky.,90602,1029
5751,coco-30k,red traffic lights at an intersection on a well lighted street,26656,465996
5752,coco-30k,A bathroom sink and mirror reflecting the shower and bathtub.,49521,557172
5753,coco-30k,A large jetliner sitting on top of an airport tarmac.,9082,558677
5754,coco-30k,A large jetliner sitting in front of a tall building.,10091,411841
5755,coco-30k,A woman sitting at a table smoking cigarette.,27514,10192
5756,coco-30k,A couple of silver cars parked around a fire hydrant.,40852,89556
5757,coco-30k,A person sitting on top of a bench next to a light pole.,60135,222313
5758,coco-30k,A flock of birds sitting on top of a green field.,91778,76310
5759,coco-30k,An airplane flying through a smoggy gray sky.,30006,120592
5760,coco-30k,Two sings that are in a bathroom underneath a mirror.,74255,535902
5761,coco-30k,A white bathroom sink sitting next to a toilet.,88029,221681
5762,coco-30k,A cat crawling into a white toilet seat.,67018,401614
5763,coco-30k,A guy is riding on a motorcycle on a dirt track. ,70692,502927
5764,coco-30k,a woman in the kitchen cooking some food,92681,325239
5765,coco-30k,A toilet sitting in a bathroom next to a sink.,89154,235699
5766,coco-30k,A group of people standing in front of an airplane.,31449,82994
5767,coco-30k,A cop riding on the back of a motorcycle.,43777,499622
5768,coco-30k,A man standing outdoors next to a dirt bike and ATV.,49580,303768
5769,coco-30k,A series of photos showing a banana holder.,45907,193926
5770,coco-30k,A television with a video game logo sits in front of two trays with controllers.,70326,292741
5771,coco-30k,A tall brick clock tower sitting under a blue cloudy sky.,83046,366330
5772,coco-30k,A kitchen counter filled with lots of dishes.,15730,429366
5773,coco-30k,A man and woman standing over a dinner table with a cake.,50979,346703
5774,coco-30k,A standing toilet hole filled with nasty filthy.,68348,220446
5775,coco-30k,A group of people standing around a center kitchen island.,35014,277390
5776,coco-30k,A white sink sitting under a bathroom window.,91091,385001
5777,coco-30k,A couple of girls walking up the side of a vehicle.,53911,463398
5778,coco-30k,A motorcycle parked next to an office desk.,94089,121162
5779,coco-30k,a very small bathroom with a toilet and towel ring,18202,219473
5780,coco-30k,Several motor scooters are jammed into a small market street.,33519,574702
5781,coco-30k,A boat is parked alongside a row of parked bicycles.,79431,429924
5782,coco-30k,A young girl walking through a flower garden.,36584,40998
5783,coco-30k,Some very pretty horses with riders in the grass.,68939,507975
5784,coco-30k,a red and white plane is fling in the sky,83379,561014
5785,coco-30k,a digitally manipulated image of cars on a highway at night in the city,60026,565012
5786,coco-30k,A motorcycle parked on the side of a road.,35354,540187
5787,coco-30k,"close up of a microwave, oven, and a range",52456,174887
5788,coco-30k,The kitchen sits empty and unused during the day.,62276,432150
5789,coco-30k,The small street is crowded with small shops.,46448,252625
5790,coco-30k,a woman seated on a toilet with a magazine,11388,24386
5791,coco-30k,a white and green plane is in the sky,43310,298372
5792,coco-30k,A group of sheep graze in a grassy field.,93295,193050
5793,coco-30k,A woman holding her umbrella in her hands,47306,65661
5794,coco-30k,A clean bathroom is pictured in this image.,37603,411968
5795,coco-30k,A man riding on the back of a motorcycle next to a muscle man.,49865,103163
5796,coco-30k,A white sink sitting next to a toilet.,75942,110884
5797,coco-30k,A small airplane sitting on top of a runway.,38860,497878
5798,coco-30k,A kitchen with metallic appliances and wooden cabinets.,79014,315740
5799,coco-30k,A man riding on the back of a blue motorcycle.,85012,357758
5800,coco-30k,A white toilet sitting under a water tank.,39903,40051
5801,coco-30k,A woman preparing food while standing in a kitchen.,56451,311902
5802,coco-30k,"A woman with large breast, sitting next to a fedora hat.",49135,419828
5803,coco-30k,Someone riding a skateboard down a bunch of stairs,88790,495687
5804,coco-30k,a couple of soldiers are sitting on a plane,87045,512830
5805,coco-30k,"Cars going down the road, someone on their bicycle, and people walking",87244,314907
5806,coco-30k,A couple of white bathroom sinks sitting next to a toilet.,92334,111951
5807,coco-30k,A man with a red neck tie and a gray jacket.,10132,363403
5808,coco-30k,A woman sitting on top of a red bench next to a man on a bike.,84922,114183
5809,coco-30k,A laptop computer sitting on top of a computer desk.,2977,436814
5810,coco-30k,A white bathroom sink sitting under a bathroom mirror.,61022,287714
5811,coco-30k,A whit toilet sitting under a picture in a frame.,35540,158982
5812,coco-30k,A woman is sitting on the toilet in the restroom.,56622,157862
5813,coco-30k,A large jetliner sitting on top of a tarmac.,53412,193389
5814,coco-30k,A man standing in a kitchen preparing food.,69611,540209
5815,coco-30k,a person in leather clothes and helmet riding a bike ,56544,434581
5816,coco-30k,"a bathroom with some orange walls, and a black and white counter ",92744,136033
5817,coco-30k,A group of motorcycles parked next to each other.,78703,244539
5818,coco-30k,A bathroom with a white toilet next to a shower.,23934,339761
5819,coco-30k,A white kitchen sink filled with dishes and eating utensils.,84990,239627
5820,coco-30k,A large metal spoon sitting on top of a cup.,32249,367424
5821,coco-30k,A person kneeling down behind a surfboard on a bike.,65443,183676
5822,coco-30k,A man riding a bike across a cross walk with a dog.,73858,153692
5823,coco-30k,A dog sitting in the passenger seat of a car.,22983,26654
5824,coco-30k,A white toilet sitting next to a toilet paper roller.,84355,32285
5825,coco-30k,A large jetliner flying over a dry grass field.,44945,134886
5826,coco-30k,A beautiful young lady standing in front of a shower.,13117,399384
5827,coco-30k,A small one way road is filled with moving cars and pedestrians watch. ,69724,48609
5828,coco-30k,A white toilet sitting in a bathroom stall next to a TP dispenser.,67561,234413
5829,coco-30k,A computer monitor sitting on top of a computer desk.,51653,292792
5830,coco-30k,A bathroom counter with two sinks under two mirrors.,68216,476313
5831,coco-30k,A man riding on the back of a blue motorcycle.,66100,137586
5832,coco-30k,A stove top with lots of pots and pans.,33738,309775
5833,coco-30k,A bike parked on top of a green grass covered field.,99573,261870
5834,coco-30k,Three sheep in a field of grass near a steep hill.,4818,271138
5835,coco-30k,A metallic toilet sitting in a metallic stall.,91601,335284
5836,coco-30k,A man riding on the back of a motorcycle down a street.,63965,187857
5837,coco-30k,A kitchen filled with a stove top oven and a refrigerator.,15146,30213
5838,coco-30k,A brown dog eating food from a dog bowl.,76769,576136
5839,coco-30k,A kitchen with lots of clutter a door with a large window.,23060,38963
5840,coco-30k,A young boy standing in front of a computer keyboard.,64359,318219
5841,coco-30k,A dog standing on the back of a brown car.,92443,78823
5842,coco-30k,A toilet sitting in a stall next to a toiler paper roller.,5929,194297
5843,coco-30k,A woman standing in a kitchen next to a sink.,76436,346972
5844,coco-30k,A man riding a motor cycle down a race track.,49357,290231
5845,coco-30k,A couple of people in wet suits standing by surfboards on a beach.,74958,369221
5846,coco-30k,A woman standing on the outside of an airplane.,901,371330
5847,coco-30k,A fighter jet flying through a  cloudy sky.,81986,8016
5848,coco-30k,A young man riding a skateboard down a ramp.,98006,225494
5849,coco-30k,Three sheep standing in the brush near a small tree.,40367,442979
5850,coco-30k,A twin engine airplane parked at a small airport with men in yellow vests looking it over.,56863,189955
5851,coco-30k,The living room and kitchen of a home.,87145,488075
5852,coco-30k,a little kid that is eating a big cake,22186,152623
5853,coco-30k,a counter with cleaning supplies ice cube trays and racks from a fridge and a drawer missing,94908,210372
5854,coco-30k,cars that are stopped at a traffic light,71370,21202
5855,coco-30k,A vintage VW bus that is red and white.,2123,235788
5856,coco-30k,A bathroom with several urinals lined up next to each other.,42730,363280
5857,coco-30k,A giraffe looks out over a tall fence with trees in the background.,18177,43376
5858,coco-30k,The view of a bathroom with a wall mounted sink.,74240,138819
5859,coco-30k,"A blurry living room scene suggests a wide screen T,V. with a game playing, bookshelves, a low cluttered table, a couch, and closest and clearest, a sports t-shirt with the number thirty-five on it.  ",69927,278313
5860,coco-30k,A close view of the round part of a tablespoon shows a wilted piece of lettuce resting on the spoon.  ,3279,33931
5861,coco-30k,a couple of fire trucks that are by a motorcycle,58803,454129
5862,coco-30k,a couple of chairs that are at a table,23552,390184
5863,coco-30k,An empty living room in an apartment with several chairs sitting in the middle of it.,91179,137118
5864,coco-30k,"A white bathroom with a sink, towels and tub.",39857,121215
5865,coco-30k,A clock sits at the top of the ceiling,44072,368821
5866,coco-30k,A stove and a sink in a room.,36241,570659
5867,coco-30k,A picture of a yellow Cam-am three wheel motorcycle. ,92330,146701
5868,coco-30k,Two people are standing fairly close in a kitchen.,4027,512667
5869,coco-30k,A little girl is feeding a giraffe at the zoo.,5914,363321
5870,coco-30k,A long haired cat lounging on top of a car.,40824,559776
5871,coco-30k,An elaborate church with tiled floors and stained glass.,86903,471991
5872,coco-30k,A sun spot is the only mark in a clear sky with a plane traveling over a snowy expanse with a bunch of detritus on it.  ,10356,170605
5873,coco-30k,There are cups and plates on the dish drainer.,68319,63726
5874,coco-30k,A woman sitting on a couch in a public restroom. ,54739,118181
5875,coco-30k,A person holding a toothbrush under the running water of a faucet.,42211,58079
5876,coco-30k,A bunch of people gathered together in a very big crowd.,29242,351875
5877,coco-30k,A view from the street of two traffic lights and a building. ,11930,71850
5878,coco-30k,Partially open door leading to a kitchen from a hallway.,88321,266206
5879,coco-30k,Inside of a living room with a cat watching a tv.,4203,580540
5880,coco-30k,A man with a helmet riding on a motorcycle with a basket on it. ,20881,235000
5881,coco-30k,A family with two kids on the boat.,31054,382683
5882,coco-30k,A parked silver Nissan Titan four door pickup truck.,36568,236717
5883,coco-30k,A dog sitting in the sidecar of a motorcycle.,35523,26730
5884,coco-30k,Two racing motorcycles and riders racing at a track.,15246,524887
5885,coco-30k,A man and boy ride horse and stir up dust.,33818,347836
5886,coco-30k,A cook slices up food while preparing a dish.,93674,10149
5887,coco-30k,"A toilet in front of a window, and next to the shower are shown",70009,356906
5888,coco-30k,a black plane is sitting on a runway,64492,64332
5889,coco-30k,A bathroom sink shapped like a glass bowl.,86438,387362
5890,coco-30k,A man with a long beard and big ears sitting down.,82144,501919
5891,coco-30k,A young boy holding a blue surfboard in his right arm.,43372,521994
5892,coco-30k,A woman laying on a bathroom floor next to a toilet.,24378,187243
5893,coco-30k,A city full of buildings under a smoggy sky.,59638,120977
5894,coco-30k,a man being goofy while brushing his teeth ,83588,549450
5895,coco-30k,A large professional kitchen has a stainless steel counter.,71498,425569
5896,coco-30k,A white airplane is parked on a green runway.,35191,74434
5897,coco-30k,A small black dog sitting in front of a TV.,50567,296056
5898,coco-30k,"A bathroom is shown, with a urinal and a bidet.",94548,510606
5899,coco-30k,A woman touching a decoration on top of a batman cake.,31849,112437
5900,coco-30k,A group of vehicles driving down a city street.,41805,133923
5901,coco-30k,a small air plane on a run way,70480,67569
5902,coco-30k,"A meal on an airplane of cereal, milk, and fruit.",43305,324008
5903,coco-30k,A white sink sitting under a bathroom window.,63014,197796
5904,coco-30k,A dog sits in the basket of a bicycle leaning against bleachers.,90672,61108
5905,coco-30k,An orange cat standing in front of a glass door.,24116,468411
5906,coco-30k,A white bath tub sitting under a window next to a  sink.,79671,560298
5907,coco-30k,A bike parked in front of a wooden structure.,66027,255232
5908,coco-30k,A bike parked in front of a parking meter.,84021,370208
5909,coco-30k,A flower hanging from a bunch or green bananas.,98305,302997
5910,coco-30k,A stainless steel kitchen sink on a black granite countertop.,35961,229311
5911,coco-30k,a little kid riding a skateboard at a park,10527,394892
5912,coco-30k,"A  pair of people sitting on a motorcycle, in the grass.",31755,68093
5913,coco-30k,a tall clock tower with a sky background ,7844,547106
5914,coco-30k,a bunch of motorcycles are parked together outside,8919,316138
5915,coco-30k,A motorcycle parked in front of building next to a umbrella covered table.,45773,508541
5916,coco-30k,A woman taking a drink and a man eating a banana in a kitchen.,98625,106228
5917,coco-30k,An airplane having maintenance done on the tarmac.,39205,547136
5918,coco-30k,A bathroom with a white sink next to a  shower.,38334,549668
5919,coco-30k,A man with a small teddy bear peeking from a backpack.,59791,357586
5920,coco-30k,The woman stands near the stove near a baby chair on the ground. ,71604,393984
5921,coco-30k,A woman walking across a street with two baskets full of items.,56294,44065
5922,coco-30k,a man sitting on a dirtbike in a circus ring,85833,52624
5923,coco-30k,A bathroom sink sitting next to a white toilet.,25999,110601
5924,coco-30k,A basket filled with ripe bananas on top of a table.,19293,362189
5925,coco-30k,A large propeller airplane sitting on top of a tarmac.,71086,263758
5926,coco-30k,A man riding a motorcycle on the side of a road.,43280,551794
5927,coco-30k,A bathroom with a tiled floor and a sink.,36070,422916
5928,coco-30k,A person in a room with knives and scissors hanging on the wall.,65999,297787
5929,coco-30k,A toilet sitting in a bathroom next to a scale.,15527,360371
5930,coco-30k,A cook in a restaurant kitchen poses with food.,42923,348447
5931,coco-30k,Four jets fly overhead trailing smoke with a clear blue sky.,48239,288002
5932,coco-30k,A street with people and cows walking down it.,28074,195800
5933,coco-30k,"A bathroom is shown with a mirror, sink, and shower.",31525,137402
5934,coco-30k,a black and white photo of a person riding a dirt bike,67572,145620
5935,coco-30k,A very close shot of what seems to be three birds on a Giraffe. ,77255,40926
5936,coco-30k,A black dog in a bathroom drinking out of the toilet.,32291,145544
5937,coco-30k,A white bathroom sink sitting under a window.,75371,431967
5938,coco-30k,A bike parked next to a red door on the front of a house.,90643,428847
5939,coco-30k,A kitchen that has various paintings on the walls and a large fish aquarium against the wall.,78671,569251
5940,coco-30k,Lufthansa has been a recognizable airline for many years.,86739,394131
5941,coco-30k,A small kitten standing in a  blue hat on top of a table.,35859,554291
5942,coco-30k,A man is brushing his teeth while a piece of tissue sticks out of his ear.,95426,318022
5943,coco-30k,a table top with some laptops on it ,85985,89268
5944,coco-30k,A three wheeled motorcycle parked with some other old vehicles.,6650,67131
5945,coco-30k,A person is working on a motorcycle in a garage.,10465,304217
5946,coco-30k,"A bathroom with sink, tub, window, and hand rails.",22812,340737
5947,coco-30k,Fish eye angle view of small kitchen with fire extinguisher at far end.,93691,56127
5948,coco-30k,a small bowl of fruit on a table ,63788,136772
5949,coco-30k,a number of horses in a field near a building ,57911,234807
5950,coco-30k,Red stoplights that are next to a train.,28869,333746
5951,coco-30k,A small sport utility vehicle that is loaded down with a bunch of luggage. ,13534,27530
5952,coco-30k,The support railing around the toilet has brown padding on it. ,75423,443780
5953,coco-30k,The kitchen features a table in the middle of the room.,7823,92998
5954,coco-30k,The man is walking with a bicycle covered with small green bananas. ,58575,559312
5955,coco-30k,a tiled bathroom with a toilet and bathtub inside of it ,35030,126671
5956,coco-30k,A bowl full of lemons sitting on to of a counter.,64421,185901
5957,coco-30k,a couple of chairs and beds in a room,18968,68331
5958,coco-30k,A man sitting on the ground and working on a motorcycle.,9772,419265
5959,coco-30k,A puppy is looking at a paper bag in the kitchen.,82540,199575
5960,coco-30k,a white toilet is laying on its side on the ground,51754,452121
5961,coco-30k,"A restroom with urinals, sinks, and a mirror.",4881,388284
5962,coco-30k,A woman standing in front of a counter with a plate of food.,64201,79754
5963,coco-30k,A white toilet sitting in a bathroom next to a sink.,81761,416745
5964,coco-30k,A group of people sitting at tables next to each other.,26728,70744
5965,coco-30k,"A woman wearing a coat, sitting down next to a table. ",39954,14635
5966,coco-30k,"A doge stands outside of a car, which has another dog peeking out the back.",82129,408307
5967,coco-30k,An airplane flying in the air near the airport,43338,179142
5968,coco-30k,A building with a clock on the front and side of it near other buildings,26388,262522
5969,coco-30k,A kitchen seen is pictured while food is being prepared.,41501,522779
5970,coco-30k,"A living room has a mirror, window, couch, chair, and television in it.",48585,489264
5971,coco-30k,A stove top with a tea kettle sitting on top of it.,39381,508481
5972,coco-30k,A bathroom has a shower and toilet in it.,85559,446574
5973,coco-30k,A lot of broccoli sitting in a bowl,65591,76138
5974,coco-30k,two men standing between  a blue motorcycle and a wall ,881,484279
5975,coco-30k,A white kitchen counter next to an oven.,67065,569801
5976,coco-30k,A shower curtain sits open in an empty and clean bathroom. ,32398,6213
5977,coco-30k,A cat looking out of a vehicle window during rain.,52350,477791
5978,coco-30k,A young man bending next to a toilet.,61646,3156
5979,coco-30k,A man riding on the back of a red motorcycle.,11052,540869
5980,coco-30k,A person sitting on top of a bench with their arms spread out.,24959,319541
5981,coco-30k,A row of seats inside of an airplane.,78253,224119
5982,coco-30k,A green bowl with two ripe bananas in it.,61490,4749
5983,coco-30k,A car and a motorcycle viewed from through a windshield.,10748,417400
5984,coco-30k,A group of sheep standing in the road.,32144,424799
5985,coco-30k,A man is sitting in a bathtub cowering and naked.,66757,121875
5986,coco-30k,A white dog sitting inside a red car next to a string of flowers hanging off the mirror.,62752,194306
5987,coco-30k,Two people stand near a bike wearing helmets.,30464,192699
