coco_id,source,prompt,evaluation_seed,case_number
389378,coco-30k,It is night time and the town is quiet. ,75948,6906
408610,coco-30k,A travel guide taking a photo as the tour bus arrives,68801,6907
429697,coco-30k,A group of animals are standing in the snow. ,81094,6908
328607,coco-30k,A train riding down the tracks beside a sidewalk.,60752,6909
581356,coco-30k,A trolley in a populated downtown area with people.,97843,6910
221882,coco-30k,A person wheeling a hand truck across an open market.,13372,6911
281534,coco-30k,A man sitting on a bench reading in a city.,90045,6912
206770,coco-30k,A house with a large hole in the side of it.,46097,6913
297396,coco-30k,Small pieces of cake have been arranged on a plate,98558,6914
10580,coco-30k,Three giraffes are standing tall as their necks stretch up to the tree line.,66711,6915
441458,coco-30k,Dog trying to pick up an object with its mouth underneath a bench. ,94528,6916
111547,coco-30k,Several vehicles wait for a toll arm to be raised. ,61531,6917
355860,coco-30k,Two giraffes rubbing on a tree beside two giraffes.,61972,6918
462244,coco-30k,A train rides alongside another train on the tracks.,80989,6919
3134,coco-30k,A bus turning a corner on a city street.,34123,6920
56267,coco-30k,A group of sheep walk along a dirt path.,99032,6921
492562,coco-30k,A mountainside with a railroad of trains passing.,56977,6922
109425,coco-30k,Traffic sign on W 28 St with photo of bicycle in the top.,67363,6923
123836,coco-30k,a giraffe checking out the bark on a tree,24139,6924
261665,coco-30k,A train traveling down railroad tracks next to a grassy hillside,98083,6925
48153,coco-30k,A foot wearing a pointy pink flat shoe rested upon a bench.,62694,6926
291664,coco-30k,a brown dog with a collar sniffing a red fire hydrant,34002,6927
512879,coco-30k,Two sheep inside the confines of the stone gate. ,47573,6928
344415,coco-30k,Trains leave a station in a city setting.,47031,6929
5437,coco-30k,A fire hydrant with a blue jacket on top of it.,9131,6930
70079,coco-30k,Giraffe standing in the shade of a tall covering ,32180,6931
478099,coco-30k,A small train is going through a garden with people watching. ,50713,6932
579471,coco-30k,A double decker bus is riding down the street.,44696,6933
309528,coco-30k,a man standing on a sidewalk next to an rv,25271,6934
235252,coco-30k,A herd of giraffe walking along a grassy tree covered plain.,24201,6935
531607,coco-30k,Two giraffes are running through a bushy savannah.,97912,6936
581731,coco-30k,A fire hydrant sitting next to a tree in a forest.,18798,6937
268745,coco-30k,A woman waiting on the subway to disperse,10646,6938
35328,coco-30k,Stairs are leading down into the streets where there is a bus.,40684,6939
47566,coco-30k,A man shaves a sheep on pavement near a fence.,81515,6940
222340,coco-30k,A passenger bus traveling down a street behind a red car.,35651,6941
457708,coco-30k,A large street direction sign in Tokyo Japan.,84828,6942
380140,coco-30k,A kneeling woman takes a photo of a park bench.,7510,6943
505933,coco-30k,This is an image of an elevated train in the city.,18518,6944
116957,coco-30k,A mostly empty train station with two trains ready to depart.  ,58386,6945
547345,coco-30k,Luxury double decker bus ready to depart station. ,99553,6946
401776,coco-30k,An old bus makes its way down a city street.,48422,6947
472881,coco-30k,Several trains riding on different tracks near water.,20387,6948
554046,coco-30k,Two sheep standing in the snow in a pen.,52509,6949
491793,coco-30k,A convoy of city buses traveling down a busy city street next to a crowd of passengers,93758,6950
216739,coco-30k,A giraffe facing the camera as its photo is taken.,96319,6951
13721,coco-30k,A girl with blue socks sitting on a blue bench.,42900,6952
398454,coco-30k,Signs showing the intersection of two streets in a European country.,31234,6953
123239,coco-30k,This is an image of a sign to pay here to park.,30972,6954
423715,coco-30k,Two women wearing hats standing near a fence.,59038,6955
377911,coco-30k,three sheep standing next to each other in a field,61535,6956
344624,coco-30k,A black bird perched on a wire next to a tree.,47355,6957
448871,coco-30k,A blue train traveling over a red rail bridge over cars.,52445,6958
561647,coco-30k,A new home banner sits beside a small curvy road.,42746,6959
511058,coco-30k,A giraffe with a mouth full of grass in front of a forest.,77744,6960
505845,coco-30k,A cruising camper is prepared for a paint job with its windows papered over.,75618,6961
19087,coco-30k,A sign warning bike riders to reduce speed.,2990,6962
559166,coco-30k,A red car driving past a red fire hydrant on a curvy street.,84190,6963
379584,coco-30k,Two sheep standing next to each other in a barn.,88490,6964
553790,coco-30k,Birds perched on iron poles in front of a tall building.,41982,6965
489896,coco-30k,signs in an asian language on the side of a building,4760,6966
353898,coco-30k,A flock of doves and a man sitting in a park.,81246,6967
362812,coco-30k,some people stand up on a subway train,16577,6968
459437,coco-30k,"A person feeding sheep behind a white picket fence,",80389,6969
491985,coco-30k,A black cat sitting on topo of a bed.,40912,6970
420472,coco-30k,Two giraffes are eating a leafy branch together.,91909,6971
36012,coco-30k,Three red double decker buses parked side by side.,99075,6972
388818,coco-30k,A security guard standing next to a no right turn sign.,34776,6973
518530,coco-30k,Stop sign placed in the middle of a single roads curve.,24017,6974
202339,coco-30k,A man carrying a sign walking past buses.,20520,6975
449749,coco-30k,Two birds swimming in the water with large bills.,56792,6976
402967,coco-30k,A bus approaches a sidewalk where several people and bicycles are lined up.,76476,6977
284771,coco-30k,A Stop sign saying to stop all war at intersection.,70561,6978
529813,coco-30k,A passanger bus stopped on a street advertising a dinosaur exhibit.,34391,6979
230669,coco-30k,Birds perched on logs on a lake near a wall.,85883,6980
442894,coco-30k,Two giraffe in front of a painting of the outdoors at a zoo.,58554,6981
551199,coco-30k,A red bus driving past a group of passengers.,3488,6982
315450,coco-30k,Two large buses traveling down a busy city street.,74647,6983
382399,coco-30k,A giraffe walking through a green grass covered field.,68393,6984
443583,coco-30k,A giraffe standing next to a boulder on a grass covered field.,95268,6985
104119,coco-30k,A large chicken walking through a grass covered landscape.,76634,6986
323116,coco-30k,A herd of sheep walking along the side of a road.,76453,6987
327352,coco-30k,Two railroad trains standing side by side on the tracks.,37399,6988
58304,coco-30k,A red bus traveling down a busy city street.,53236,6989
43530,coco-30k,A flock of ducks splashing and playing in the water.,62473,6990
365655,coco-30k,Ice explorer bus on a road near mountains.,72976,6991
338607,coco-30k,A giraffe stands beneath a tree beside a marina.,52460,6992
102555,coco-30k,A man kneeling down to pet a small dog.,45922,6993
403378,coco-30k,A crying woman looking at herself in a mirror.,31586,6994
424219,coco-30k,Two large giraffe standing next to each other and an ostrich.,44925,6995
533107,coco-30k,A red double decker bus parked next to another city bus.,36352,6996
525155,coco-30k,A man in black carrying a sheep on his shoulders.,82124,6997
135042,coco-30k,A street sign on top of a pedestrian crossing sign.,66981,6998
436551,coco-30k,two black birds are swimming  in some water,87764,6999
168234,coco-30k,A car and a bus are near a street light at night.,45072,7000
509258,coco-30k,A street sign shows directions to highways and towns.,37548,7001
132393,coco-30k,A group of people enjoying a barbecue near some trees.,36753,7002
157577,coco-30k,Two brown horses standing in front of a red brick building.,60047,7003
50360,coco-30k,A black fence guarding a building next to a trash can.,3060,7004
211317,coco-30k,Giraffe standing on a grass covered field next to a hill.,54603,7005
166731,coco-30k,Signs posted on poles on a sidewalk next to a street.,25462,7006
87483,coco-30k,Sheep grazing on a grass covered field side by side.,47405,7007
410437,coco-30k,A red fire hydrant sitting next to a sandwich sign.,69525,7008
229782,coco-30k,A blue sign in front of a bamboo enclosure.,18411,7009
144053,coco-30k,A street sign that reads broadway on  a traffic light.,36525,7010
76962,coco-30k,A  yellow fire hydrant on a green piece of grass next to a road.,58961,7011
307847,coco-30k,A colorful railroad train arriving at a station.,5739,7012
192755,coco-30k,The windows of a railroad train photographed against a cloudy background.,10799,7013
399703,coco-30k,Red and yellow fire hydrant with the lid off.,42755,7014
50165,coco-30k,Small train running down the tracks in the middle of a field.,70054,7015
152192,coco-30k,Large open field in the middle of a stormy area.,96216,7016
550422,coco-30k,A flock of sheep are grazing in their pasture.,2783,7017
224000,coco-30k,A flock of sheep crosses a dusty road.,55016,7018
530860,coco-30k,Traffic signal for saying walk on Greene St.,24929,7019
65239,coco-30k,A pair of rams graze through the snow on the side of a hill.,19986,7020
339759,coco-30k,A little black colored bird stands gazing at a statue on a sunny day.,97174,7021
304557,coco-30k,A city street is crowded with people and no cars.,51954,7022
327401,coco-30k,A parrot is eating some food from his own claw,33908,7023
327383,coco-30k,An old van has been given a mirrored finish,75852,7024
542205,coco-30k,A pigeon perched on a ledge with a street behind it.,2819,7025
442585,coco-30k,A small enclosure for different types of animals.,53783,7026
327890,coco-30k,There are some benches arranged together in an open park,82347,7027
502558,coco-30k,An oversized picture of a train has a conductor standing by it.,94943,7028
196571,coco-30k,Top view of a green train on railroad tracks.,18849,7029
103255,coco-30k,"Commuter train stopped on tracks at red light, green light further up the track.",76063,7030
23995,coco-30k,A locomotive is on the tracks along side some trees.,16293,7031
220307,coco-30k,"A picture of two giraffes, fairly close to a road, with a bus traveling up it.",6213,7032
461275,coco-30k,A cross road of Furnace St. and Crapo St. ,411,7033
320893,coco-30k,A bench in the woods surrounded by leaves. ,11059,7034
344730,coco-30k,A street sign next to a bend in the road.,25646,7035
192591,coco-30k,Eight busses are parked in front of a field.,43652,7036
292639,coco-30k,Planes are flying in a V formation in a blue sky.,41092,7037
280347,coco-30k,A lighthouse with birds flying by it at a bay.,31257,7038
148508,coco-30k,"A black and white picture of a busy street, only red is in color, a red double decker bus drives down the road. ",26515,7039
520840,coco-30k,A group of giraffes drinking from big puddles of water. ,29736,7040
378814,coco-30k,A Giraffe looking down as another giraffe in the background in looking through a fence ,72484,7041
116291,coco-30k,trees in fall colors and a stop sign to the right. ,48749,7042
515670,coco-30k,a large piece of paper on a refrigerator saying stop. ,13173,7043
151922,coco-30k,Green illuminated walk sign on a pole in a city.,99293,7044
240800,coco-30k,A fire hydrant in front of a graffitti written brick wall. ,65607,7045
78982,coco-30k,A city street with delivery trucks and a bus.,4909,7046
438107,coco-30k,White swans in the water and on the grass with one taking a close eye on the camera.,7198,7047
507557,coco-30k,A giraffe sticking out is tongue to grasp an item from a person's hand.,48186,7048
577619,coco-30k,One giraffe in the foreground with two giraffes in the background.,88003,7049
183833,coco-30k,A red stop sign over a yellow pedestrian crossing sign.,73811,7050
551966,coco-30k,A man sits on a bench and stares into the distance.,37783,7051
401320,coco-30k,A train pulling into a train station pulling a line of train cars behind it.,27066,7052
214574,coco-30k,Group of giraffes standing near a puddle on the savannah.,8600,7053
88462,coco-30k,A large yellow school bus stopping on a road.,76179,7054
388398,coco-30k,A girl and boy are sitting together on a bench,67070,7055
436387,coco-30k,The little girl is standing between the low shrub and the fire plug,43273,7056
187411,coco-30k,A herd of sheep grazing on a pile of hay in a field.,25406,7057
532568,coco-30k,Power lines lined with hundreds of birds at twilight,68418,7058
327919,coco-30k,A bus loading and unloading passengers in front of a Pizza Hut,32093,7059
295713,coco-30k,A statue is sitting on a bench and a woman sits on a cement block.,28262,7060
94751,coco-30k,A parking lot is on the side of the ocean.,16828,7061
56932,coco-30k,A blurred train is going under a bridge.,55271,7062
424744,coco-30k,a bench in the middle of a field with trees near by,78448,7063
524575,coco-30k,Three giraffe and a wildebeest in a field.,90749,7064
238332,coco-30k,A colorful train engine on the railroad tracks.,85409,7065
480280,coco-30k,A peach colored blooming azalea bush next to a bench.,50580,7066
66519,coco-30k,The large bird is walking in the water.,65086,7067
202329,coco-30k,The stop sign with an apartment building in the backgroundis shot from below.,87279,7068
73467,coco-30k,A cat is sleeping on a computer desk.,51152,7069
357331,coco-30k,a blue train driving on a train track below multiple power lines.,9874,7070
399628,coco-30k,Two children looking at a steam train engine,27037,7071
367029,coco-30k,People crossing the street of a busy city street.,95224,7072
157261,coco-30k,The train is pulling passenger cars down the track.,1587,7073
102174,coco-30k,a work desk with a monitor and keyboard,25949,7074
324421,coco-30k,A flock of pink flamingos stand with their heads resting on their backs.,92608,7075
562227,coco-30k,A city train passing under a walk way,77932,7076
320290,coco-30k,Cars and buildings line the urban streets of the past,62016,7077
332007,coco-30k,A series of different bridges over a large body of water.,95235,7078
171298,coco-30k,Three yellow coach buses parked in a line.,76635,7079
85353,coco-30k,"A road sign next to a parking lot that reads ""FLAMING LIPS ALLEY"".",54030,7080
552156,coco-30k,A fire hydrant is next to a sign with a picture of a fire hydrant on it. ,16154,7081
210050,coco-30k,A red car traveling down a road under construction.,17573,7082
174420,coco-30k,A red train driving on a train train track next to an elevated stone sidewalk.,43387,7083
146887,coco-30k,Three tropical bird perched on top of high bare branches ,22383,7084
532159,coco-30k,A red stop sign next to a street in front of a green street sign.,23144,7085
209630,coco-30k,Street signs are affixed to a utility pole.,18895,7086
531710,coco-30k,A sheep sniffing the back of a cat in the snow.,4904,7087
15811,coco-30k,a close up picture of a giraffes head,46730,7088
306972,coco-30k,Conductors operating a miniature train for parents and their children.,63321,7089
423617,coco-30k,a wet road busy with traffic like a taxi and bus,73782,7090
479099,coco-30k,A tree standing in the middle of a grass circle.,63452,7091
232900,coco-30k,"A red and white bus sits in front of a large, stone house.",66035,7092
521874,coco-30k,A small blue train traveling past houses by train tracks..,32923,7093
492102,coco-30k,A passenger train traveling through a tunnel covered with a forest.,39603,7094
185464,coco-30k,A fire hydrant sitting in a front yard next to a sign.,80483,7095
502910,coco-30k,An orange sign pointing to the right sitting on a sidewalk.,97086,7096
204435,coco-30k,A hazard sign on top of a crossing gate in front of a building.,59545,7097
72714,coco-30k,A herd of cows walking down a small country road.,5657,7098
417779,coco-30k,A grey and orange fire hydrant next to a street.,13701,7099
18525,coco-30k,A large sign sitting in a field with a broken down fence.,16354,7100
82787,coco-30k,Two buses passing each other by while traveling under a bridge.,16417,7101
211063,coco-30k,A humming bird mid flight preparing to land on a tree ,68714,7102
181169,coco-30k,a wooden bench that has colorful decorations ,53470,7103
552395,coco-30k,A cat is perched upon a wooden bench that sits on a stone patio.,90584,7104
5706,coco-30k,a bird  with a long beak flying low over the ocean.,47656,7105
64390,coco-30k,a street sign attached to a metal pole next to a street.,13652,7106
145727,coco-30k,Running track and playing field in a mountainous landscape,57585,7107
8351,coco-30k,Two dogs are wearing winter attire and staring off to the distance.,64027,7108
391857,coco-30k,A seagull standing near a body of water. ,20133,7109
312024,coco-30k,A black and blue multi color bird walking on a grassy area,85249,7110
338203,coco-30k,The parrot is perched on a tree limb.,92869,7111
276863,coco-30k,A couple instrument cases are stacked up with a red hat on top for donations.,81744,7112
497117,coco-30k,Two birds are perched upon a snowy bank.,17182,7113
453841,coco-30k,Cars and trucks stopped at an intersection at twilight.,83572,7114
202880,coco-30k,Group of giraffes standing in a field eating and lounging. ,94544,7115
192332,coco-30k,A passenger train parked at the train station.,78190,7116
391347,coco-30k,Intersection of two street signs and a stop sign.,16916,7117
47131,coco-30k,Men sorting through a toppled over train car. ,55607,7118
536201,coco-30k,outside and cars park on the street and a sign name Duke Ellington Bld,97484,7119
350309,coco-30k,Commuter buses parked in a lot outside an apartment complex.,82305,7120
481928,coco-30k,Yellow and red trolleys with people standing about. ,78406,7121
397863,coco-30k,Adult and juvenile giraffes standing and lying on a dirt clearing.,80603,7122
125997,coco-30k,A big billboard is painted onto the side of a brick building.,95744,7123
109516,coco-30k,A colorful bird is sitting on a tree.,51776,7124
279387,coco-30k,The sidewalk is made out of bricks and has a fire hydrant on it.,76506,7125
2453,coco-30k,A bench near a bank of water with posts in the water.,24070,7126
305821,coco-30k,A giraffe grazing on a tree in the wilderness with other wildlife,55140,7127
381721,coco-30k,A man and two cats sit on a bench beside a body of water.,1503,7128
57149,coco-30k,A school bus and a silver car waiting at a railroad crossing for a train to go past.,55860,7129
445365,coco-30k,Two giraffes are shown standing in a grassy field.,71292,7130
166259,coco-30k,A group of fur ducks walks along a wooden walkway.,3077,7131
419859,coco-30k,A cardinal sits on a wooden rail in his home environment ,3352,7132
52147,coco-30k,Two baby ducks following an adult duck from behind.,19464,7133
122039,coco-30k,Train cars on railroad tracks with graffiti on the side.  ,72706,7134
80974,coco-30k,Giraffes eating foliage in a wooded zoo setting,91776,7135
242523,coco-30k,"A post with several street signs on it, including the name.",48787,7136
508917,coco-30k,A train in its full span gives the illusion of a neverending adventure.,43328,7137
460010,coco-30k,A man is hugging two sheep in an enclosed area.,91797,7138
110997,coco-30k,A flock of birds flies in the sky.,48993,7139
143946,coco-30k,A stop sign in the middle of the road,846,7140
233560,coco-30k,Animals in a field surrounded by trees and fencing.,9774,7141
111806,coco-30k,Characters from Cat in the Hat in front of a man and child.,12059,7142
382670,coco-30k,Three cows are standing on a fishing boat.,73655,7143
474600,coco-30k,Large giraffe standing in the shade underneath a tree in a field. ,32654,7144
427612,coco-30k,An attractive lady riding a cow while leaping over a set of poles.,52511,7145
143931,coco-30k,A political candidate advertisement on the side of a coach bus.,34950,7146
349302,coco-30k,The two giraffes are standing in the dirt.,65941,7147
323288,coco-30k,A large older man sitting on a wooden bench in a park.,94213,7148
33422,coco-30k,A street lamp post with a parking sign on it.,9473,7149
561214,coco-30k,A bus with a mural on the side and front.,35866,7150
494863,coco-30k,A train next to another train next to a car.,21894,7151
338625,coco-30k,A double city bus is pulled up to a bus stop.,26745,7152
520009,coco-30k,There is traffic passing by a large building,96682,7153
384230,coco-30k,A giraffe is bending towards two of its trainers,60934,7154
171613,coco-30k,A tall giraffe standing next to a tree in a field.,28365,7155
202387,coco-30k,A little baby sheep is standing next to a large brown sheep.,49968,7156
265611,coco-30k,A birthday cake is decorated like a fire engine.,21205,7157
538976,coco-30k,An eagle is posted on a thin rail.,19525,7158
351744,coco-30k,A train is passing by an empty platform,51971,7159
361029,coco-30k,A hipster holding a camera while wearing glasses.,70295,7160
332654,coco-30k,A yellow and blue fire hydrant sitting on a sidewalk.,82168,7161
422877,coco-30k,People waiting to cross a busy street at night.,1094,7162
145061,coco-30k,There is a bus and a car on the road.,57553,7163
284991,coco-30k,A man has a red water bottle up to his mouth.,97089,7164
401123,coco-30k,A large giraffe standing next to a man pushing a bail of hay on a cart.,61707,7165
191169,coco-30k,A beautiful young woman bending over while holding a back cat.,14891,7166
460347,coco-30k,A bus traveling on a freeway next to other traffic.,84758,7167
134160,coco-30k,A giraffe laying on the ground next to birds on rocky ground.,30317,7168
273579,coco-30k,A small woman standing in front of a baby elephant.,88023,7169
23807,coco-30k,Two people sitting on a dock eating sandwiches,97808,7170
217082,coco-30k,A dog with his leash attached to a bench,51243,7171
322285,coco-30k,A public bus stopping on a street corner,18587,7172
123119,coco-30k,A stop sign on a beach with everyone in the water,17938,7173
503418,coco-30k,Three sheep in the process of running on grass outside.,33696,7174
315939,coco-30k,A man and a woman dressed up by a park bench.,69907,7175
507313,coco-30k,A white park bench sitting in the middle of a forest.,32048,7176
285325,coco-30k,A wood bench set by a trellis with greenery on it.,84328,7177
119166,coco-30k,A man in a red shirt leaning up against a road sign with a camel on it.,11007,7178
85562,coco-30k,A blurry image of a dark colored bus at a bus stop.,12666,7179
179558,coco-30k,Two giraffes standing together in an open field zoo den,66032,7180
33073,coco-30k,A bus traveling across a bridge next to a white fence.,99171,7181
451373,coco-30k,View of the intersection of two streets in front of houses.,72570,7182
146498,coco-30k,A green street sign next to a dirt field by a playground.,99320,7183
341921,coco-30k,A young man sitting on a park bench next to a playground.,7171,7184
213739,coco-30k,Five sheep peeking out of a wall and eating hay on the ground.,38325,7185
134657,coco-30k,Two road signs are viewed from inside of a vehicle windshield.,74113,7186
395382,coco-30k,A girl and boy playing on a fire hydrant.,85719,7187
486846,coco-30k,A bird sitting on top of a table at a restaurant.,45764,7188
569850,coco-30k,A road sign warning of Resident Permit Parking Only.,8975,7189
460156,coco-30k,A street sign showing what roads go which ways.,36342,7190
279499,coco-30k,Two buses parked next to each other in a parking lot.,77717,7191
392933,coco-30k,A giraffe running across a grass covered field.,12919,7192
264957,coco-30k,A large convex mirror mounted to a brick wall.,11324,7193
244184,coco-30k,A green street sign next to a road surrounded by a forest.,84654,7194
222782,coco-30k,A large AMOCO sign above a sidewalk next to a street.,73002,7195
415413,coco-30k,The Big Ben clock tower towering over the city of London.,21733,7196
391139,coco-30k,A little dog sitting on a wooden bench.,99961,7197
157098,coco-30k,Three giraffes standing up in a field eating leaves off of trees.,95800,7198
374567,coco-30k,A yellow and green train on a train track.,98563,7199
53550,coco-30k,A young boy admiring a toy railroad display.,78938,7200
458338,coco-30k,A car with alarm clocks and flowers on it's dash board.,71980,7201
368595,coco-30k,Traffic lights next to traffic signs on a bridge.,77420,7202
277005,coco-30k,A young man walking across a street at a crosswalk.,38254,7203
532007,coco-30k,Three people riding horses on a beach next to the ocean..,71148,7204
435034,coco-30k,A train traveling down train tracks next to a train yard.,14845,7205
436722,coco-30k,A large two layer cake elaborately decorated with a train..,37937,7206
208003,coco-30k,Two giraffe standing next to each other in a zoo.,45282,7207
530261,coco-30k,A train pulling into a train station with large windows.,1802,7208
18888,coco-30k,A wooden bench in front of some trees.,16845,7209
9478,coco-30k,A giraffe standing in a field of grass.,73575,7210
19532,coco-30k,A stop sign that is decorated in a tropical environment. ,87818,7211
405047,coco-30k,A large bus is parked outside a building.,80633,7212
272008,coco-30k,A sheep scratches his back up against a wooden structure.,91818,7213
522959,coco-30k,Street signs on an empty city street intersection. ,50649,7214
325519,coco-30k,"A red, black and yellow train coming down the tracks by a body of water. ",93407,7215
201993,coco-30k,A bench sits all alone on a beach looking at the magnificent ocean view.,29979,7216
57879,coco-30k,A narrow city street has a leaning one way sign.,98264,7217
385540,coco-30k,a woman riding a horse while holding a flag,37524,7218
306553,coco-30k,The two people sit on a bench overlooking the park,57049,7219
14743,coco-30k,Three light sheep are grazing on grass in a ring and a dark sheep is eating by himself.,75479,7220
305634,coco-30k,Street corner signs above a red stop sign.,77168,7221
357493,coco-30k,The people get off of the white buss next to the forest ,69950,7222
82696,coco-30k,A bird is walking right through a dining room.,29648,7223
477526,coco-30k,a train moving along the track on a hillside near a mountain,75102,7224
340654,coco-30k,The traffic light and street signs sit by a red fire hydrant.,19161,7225
66427,coco-30k,A road sign on top of a stop sign ,50555,7226
548275,coco-30k,A bird is perched on a rock in the sea water.,31561,7227
170017,coco-30k,A stop sign has been bombarded with bumper stickers.,4704,7228
358707,coco-30k,A street sign is posted to watch for senior citizens.,48487,7229
121663,coco-30k,City bus on an empty city street near a STOP sign. ,58633,7230
523230,coco-30k,two men sitting on a park bench outside by a tree,40923,7231
93034,coco-30k,Woman holding a purse and walking a dog passing in front of a big building. ,46270,7232
541924,coco-30k,A woman walking on a city street in a red coat. ,27066,7233
337619,coco-30k,Two people sitting on a bench looking out at city.,88321,7234
501023,coco-30k,Image of a street approaching California 138 with stop sign ahead.,74934,7235
207797,coco-30k,A lone giraffe walking in an open field.,26595,7236
575403,coco-30k,Some sheep sit in the grass of a field.,99560,7237
519153,coco-30k,Two empty seats on a vehicle are in front of a window,58503,7238
448425,coco-30k,A red double-decker bus sits in a parking lot.,48824,7239
330204,coco-30k,a public transit bus parked with its doors open,8987,7240
388873,coco-30k,There is a big stop sign colored in red and white ,43750,7241
244019,coco-30k,"A fire hydrant is painted red, white and blue and sits on a sidewalk in front of a brick wall that shows graffiti.",37155,7242
89614,coco-30k,A street sign is affixed to a traffic light and a tree looms in the background.,46706,7243
110196,coco-30k,a freeway traffic sign writtien in an asian language,14597,7244
220025,coco-30k,An airplane nose sits in a hangar. ,33473,7245
532338,coco-30k,"An airplane flies in the sky amid blue sky and big, puffy, white clouds.",32552,7246
151432,coco-30k,a bird walking on the beach in front of the surf,8648,7247
295683,coco-30k,A street sign that is on the side of the road.,5078,7248
308388,coco-30k,Traffic drives down a street on a green light passed tall buildings.,2994,7249
299409,coco-30k,An orange road sign sitting next to a black truck.,25308,7250
40102,coco-30k,Two giraffe standing next to each other on a grassy field.,66778,7251
545363,coco-30k,There is a black and white photo with a bench falling over.,57243,7252
233527,coco-30k,The bus is parked alongside the road and is empty.,75235,7253
386958,coco-30k,A stylized photograph of a really old fire hydrant sitting beside a bent iron handrail.,38345,7254
183701,coco-30k,Three giraffes are feeding from white buckets that are hanging from a fence.,67551,7255
552761,coco-30k,A bright yellow fire hydrant sits among landscaping rocks between the sidewalk and the fence. ,17358,7256
359864,coco-30k,A man dressed in red riding on a boat.,28086,7257
192788,coco-30k,A commercial airplane ascending in to the sky,86059,7258
212342,coco-30k,Two colorful peacocks walking towards a brown wooden bench.,59188,7259
209274,coco-30k,A small train ride carrying people around a park,44042,7260
318550,coco-30k,A photo of a busy city with cranes and a train and bridge,64855,7261
216083,coco-30k,A yellow and blue fire hydrant by a fence,93874,7262
183114,coco-30k,black and white photo of two birds flying on a cloudy sky,14650,7263
222458,coco-30k,A woman in a coat walks along a snow covered sidewalk. ,91248,7264
77351,coco-30k,A green commuter bus pulling into the bus station ,34515,7265
114235,coco-30k,A train with smoke coming into the train depot,23837,7266
433547,coco-30k,A man and woman sitting next to each other on a park bench.,85360,7267
197652,coco-30k,A cage packed full of yellow parakeets. ,8926,7268
173797,coco-30k,A red and white striped bus traveling past a store.,30417,7269
511002,coco-30k,A large red stop sign next to a box sitting on a sidewalk.,85849,7270
97899,coco-30k,A large white double decker bus traveling past a tall building.,80595,7271
438232,coco-30k,A red and yellow train pulling into a train station.,90283,7272
505471,coco-30k,A man holding a cow while standing in a forest.,7519,7273
539604,coco-30k,A large grey and yellow bird floating on a lake.,50570,7274
160740,coco-30k,A bunch of cars driving down a street surrounded by tall buildings.,27416,7275
469652,coco-30k,a close up of a giraffes head with a wooden wall in the background,97808,7276
81630,coco-30k,A large black bird wings spread flying over the woods,34083,7277
495064,coco-30k,A lady walks a child towards a bus parked in a harbor.,42877,7278
380101,coco-30k,"A person silhouetted against a cloudy sky, holding an umbrella.",80265,7279
13159,coco-30k,A sign stating there's a fire hydrant next to it,38114,7280
544644,coco-30k,A red fire hydrant next to a snow covered path.,94042,7281
374727,coco-30k,A street sign showing four different roads on it,43589,7282
210149,coco-30k,Two people riding a paddle boat in the middle of a lake.,57626,7283
176701,coco-30k,Identical street signs pointing in the opposite directions of each other. ,13324,7284
380932,coco-30k,There are mountains in the background and a lake in the middle.,80478,7285
255769,coco-30k,A crosstown bus is parked on the street.,26811,7286
59328,coco-30k,A city with tall buildings filled with tall buildings.,23089,7287
250260,coco-30k,TWO ELECTRIC TRAIN COMPARTMENTS STANDING NEAR TO A BUILDING.,39785,7288
463605,coco-30k,A train covered in graffiti traveling down railroad tracks.,60513,7289
182176,coco-30k,Double decker city bus passing under an overpass. ,86359,7290
183187,coco-30k,A yellow bench sitting in a field next to trees and a shrub wall.,50720,7291
453626,coco-30k,A red stop sign on a gate next to a grass covered field.,65222,7292
277518,coco-30k,A boat sitting next to a beach in the ocean covered with birds.,70483,7293
134537,coco-30k,Center city street lit up by a series of light displays. ,50217,7294
445371,coco-30k,A brown dog tied up to a brown wooden bench next to a street.,41326,7295
365214,coco-30k,A book sitting next to a cup of coffee on a bench.,91080,7296
7211,coco-30k,A train car with blue graffiti on the side of it .,52257,7297
318099,coco-30k,A nest filled with baby birds crying for their mother.,16523,7298
531136,coco-30k,Two parrots sitting on top of a tree beneath a blue sky.,89839,7299
377406,coco-30k,A white wooden bench sitting on top of a green hill next to the ocean.,96723,7300
80725,coco-30k,A cyclist checks his wrist heart rain monitor in front of a stop sign.,650,7301
522613,coco-30k,A tall giraffe standing in a forest on a grassy ground.,87457,7302
271017,coco-30k,A large white bush stopped at a bus stop.,64469,7303
359937,coco-30k,A double decker bus is parked in the parking lot.,88646,7304
213693,coco-30k,A blonde woman standing in front of a red double decker bus.,7986,7305
367843,coco-30k,A traffic light with four signals sitting next to a tall building.,12824,7306
353562,coco-30k,A family of sheep standing next to each other on a lush green field.,19621,7307
76454,coco-30k,A giraffe is fenced in next to a large city.,79921,7308
500859,coco-30k,A cat laying down on a wooden table in a park.,49805,7309
94231,coco-30k,A tall giraffe standing next to a Barron tree in a forest.,10325,7310
50145,coco-30k,A shirtless man walking a bike down a rural street.,25181,7311
495146,coco-30k,A train crosses as a bunch of gathered vehicles watch.,79290,7312
334391,coco-30k,A furry dog standing next to a fire hydrant.,20823,7313
317441,coco-30k,A street sign above an orange detour sign.,65079,7314
521285,coco-30k,A herd of giraffe walking through a lush grass covered field.,37299,7315
49255,coco-30k,A street sign on top of a pole next to a large green tree.,26724,7316
